,condition,environment,bootstraps
17008,small,pottedplant,8.0
17009,small,pottedplant,11.0
17010,small,pottedplant,13.2
17011,small,pottedplant,11.428571428571429
17012,small,pottedplant,11.5
17013,small,pottedplant,15.4
17014,small,pottedplant,12.428571428571429
17015,small,pottedplant,11.6
17016,small,pottedplant,8.727272727272727
17017,small,pottedplant,10.333333333333334
17018,small,pottedplant,9.8
17019,small,pottedplant,11.333333333333334
17020,small,pottedplant,10.0
17021,small,pottedplant,12.0
17022,small,pottedplant,16.0
17023,small,pottedplant,11.0
17024,small,pottedplant,10.0
17025,small,pottedplant,11.0
17026,small,pottedplant,12.0
17027,small,pottedplant,12.0
17028,small,pottedplant,8.4
17029,small,pottedplant,9.4
17030,small,pottedplant,10.333333333333334
17031,small,pottedplant,8.333333333333334
17032,small,pottedplant,10.0
17033,small,pottedplant,6.8
17034,small,pottedplant,11.333333333333334
17035,small,pottedplant,12.285714285714286
17036,small,pottedplant,11.2
17037,small,pottedplant,11.0
17038,small,pottedplant,14.4
17039,small,pottedplant,11.0
17040,small,pottedplant,13.0
17041,small,pottedplant,12.5
17042,small,pottedplant,10.333333333333334
17043,small,pottedplant,7.6
17044,small,pottedplant,9.0
17045,small,pottedplant,12.0
17046,small,pottedplant,11.0
17047,small,pottedplant,13.0
17048,small,pottedplant,11.0
17049,small,pottedplant,10.142857142857142
17050,small,pottedplant,7.75
17051,small,pottedplant,12.0
17052,small,pottedplant,9.333333333333334
17053,small,pottedplant,13.0
17054,small,pottedplant,13.0
17055,small,pottedplant,12.5
17056,small,pottedplant,12.5
17057,small,pottedplant,12.0
17058,small,pottedplant,12.0
17059,small,pottedplant,9.166666666666666
17060,small,pottedplant,11.0
17061,small,pottedplant,8.333333333333334
17062,small,pottedplant,12.571428571428571
17063,small,pottedplant,11.4
17064,small,pottedplant,12.0
17065,small,pottedplant,13.0
17066,small,pottedplant,10.4
17067,small,pottedplant,6.666666666666667
17068,small,pottedplant,11.333333333333334
17069,small,pottedplant,11.6
17070,small,pottedplant,10.333333333333334
17071,small,pottedplant,10.714285714285714
17072,small,pottedplant,14.0
17073,small,pottedplant,11.0
17074,small,pottedplant,11.0
17075,small,pottedplant,11.666666666666666
17076,small,pottedplant,9.428571428571429
17077,small,pottedplant,12.0
17078,small,pottedplant,13.2
17079,small,pottedplant,12.0
17080,small,pottedplant,10.0
17081,small,pottedplant,12.0
17082,small,pottedplant,14.4
17083,small,pottedplant,10.333333333333334
17084,small,pottedplant,12.0
17085,small,pottedplant,11.0
17086,small,pottedplant,10.0
17087,small,pottedplant,11.0
17088,small,pottedplant,8.2
17089,small,pottedplant,9.714285714285714
17090,small,pottedplant,11.0
17091,small,pottedplant,10.333333333333334
17092,small,pottedplant,16.666666666666668
17093,small,pottedplant,12.0
17094,small,pottedplant,14.333333333333334
17095,small,pottedplant,11.25
17096,small,pottedplant,10.333333333333334
17097,small,pottedplant,11.333333333333334
17098,small,pottedplant,10.0
17099,small,pottedplant,10.0
17100,small,pottedplant,6.625
17101,small,pottedplant,13.0
17102,small,pottedplant,8.0
17103,small,pottedplant,6.666666666666667
17104,small,pottedplant,10.5
17105,small,pottedplant,10.666666666666666
17106,small,pottedplant,11.6
17107,small,pottedplant,11.0
17108,small,pottedplant,8.333333333333334
17109,small,pottedplant,11.0
17110,small,pottedplant,9.857142857142858
17111,small,pottedplant,8.333333333333334
17112,small,pottedplant,17.333333333333332
17113,small,pottedplant,9.285714285714286
17114,small,pottedplant,11.0
17115,small,pottedplant,12.0
17116,small,pottedplant,10.333333333333334
17117,small,pottedplant,10.0
17118,small,pottedplant,13.0
17119,small,pottedplant,10.25
17120,small,pottedplant,11.0
17121,small,pottedplant,10.333333333333334
17122,small,pottedplant,10.666666666666666
17123,small,pottedplant,9.0
17124,small,pottedplant,16.666666666666668
17125,small,pottedplant,10.666666666666666
17126,small,pottedplant,12.0
17127,small,pottedplant,12.0
17128,small,pottedplant,10.666666666666666
17129,small,pottedplant,8.4
17130,small,pottedplant,11.0
17131,small,pottedplant,9.0
17132,small,pottedplant,12.0
17133,small,pottedplant,12.0
17134,small,pottedplant,11.0
17135,small,pottedplant,9.0
17136,small,pottedplant,11.8
17137,small,pottedplant,11.666666666666666
17138,small,pottedplant,7.333333333333333
17139,small,pottedplant,9.714285714285714
17140,small,pottedplant,11.0
17141,small,pottedplant,13.0
17142,small,pottedplant,11.0
17143,small,pottedplant,13.0
17144,small,pottedplant,12.8
17145,small,pottedplant,12.0
17146,small,pottedplant,12.0
17147,small,pottedplant,10.0
17148,small,pottedplant,16.666666666666668
17149,small,pottedplant,11.0
17150,small,pottedplant,11.0
17151,small,pottedplant,12.0
17152,small,pottedplant,8.8
17153,small,pottedplant,7.4
17154,small,pottedplant,11.0
17155,small,pottedplant,13.0
17156,small,pottedplant,14.4
17157,small,pottedplant,7.666666666666667
17158,small,pottedplant,11.0
17159,small,pottedplant,11.5
17160,small,pottedplant,10.0
17161,small,pottedplant,13.428571428571429
17162,small,pottedplant,14.0
17163,small,pottedplant,12.4
17164,small,pottedplant,13.0
17165,small,pottedplant,11.0
17166,small,pottedplant,7.0
17167,small,pottedplant,5.0
17168,small,pottedplant,10.333333333333334
17169,small,pottedplant,9.2
17170,small,pottedplant,8.0
17171,small,pottedplant,14.666666666666666
17172,small,pottedplant,11.571428571428571
17173,small,pottedplant,11.0
17174,small,pottedplant,11.0
17175,small,pottedplant,12.0
17176,small,pottedplant,9.714285714285714
17177,small,pottedplant,13.0
17178,small,pottedplant,10.0
17179,small,pottedplant,10.0
17180,small,pottedplant,13.2
17181,small,pottedplant,7.6
17182,small,pottedplant,11.333333333333334
17183,small,pottedplant,11.0
17184,small,pottedplant,10.0
17185,small,pottedplant,10.5
17186,small,pottedplant,8.166666666666666
17187,small,pottedplant,7.333333333333333
17188,small,pottedplant,10.0
17189,small,pottedplant,7.4
17190,small,pottedplant,8.2
17191,small,pottedplant,11.0
17192,small,pottedplant,15.6
17193,small,pottedplant,10.5
17194,small,pottedplant,13.0
17195,small,pottedplant,9.333333333333334
17196,small,pottedplant,7.6
17197,small,pottedplant,9.0
17198,small,pottedplant,10.0
17199,small,pottedplant,10.666666666666666
17200,small,pottedplant,13.0
17201,small,pottedplant,10.0
17202,small,pottedplant,11.0
17203,small,pottedplant,11.0
17204,small,pottedplant,11.0
17205,small,pottedplant,8.5
17206,small,pottedplant,11.0
17207,small,pottedplant,11.0
17208,small,pottedplant,8.4
17209,small,pottedplant,10.2
17210,small,pottedplant,13.6
17211,small,pottedplant,10.333333333333334
17212,small,pottedplant,7.0
17213,small,pottedplant,12.0
17214,small,pottedplant,11.0
17215,small,pottedplant,11.333333333333334
17216,small,pottedplant,11.5
17217,small,pottedplant,13.8
17218,small,pottedplant,11.6
17219,small,pottedplant,11.0
17220,small,pottedplant,12.0
17221,small,pottedplant,12.0
17222,small,pottedplant,11.0
17223,small,pottedplant,10.666666666666666
17224,small,pottedplant,10.333333333333334
17225,small,pottedplant,15.2
17226,small,pottedplant,9.0
17227,small,pottedplant,10.0
17228,small,pottedplant,11.0
17229,small,pottedplant,11.5
17230,small,pottedplant,7.714285714285714
17231,small,pottedplant,8.2
17232,small,pottedplant,9.0
17233,small,pottedplant,7.4
17234,small,pottedplant,9.4
17235,small,pottedplant,14.166666666666666
17236,small,pottedplant,13.0
17237,small,pottedplant,10.5
17238,small,pottedplant,6.4
17239,small,pottedplant,10.333333333333334
17240,small,pottedplant,10.5
17241,small,pottedplant,9.0
17242,small,pottedplant,9.333333333333334
17243,small,pottedplant,10.666666666666666
17244,small,pottedplant,9.571428571428571
17245,small,pottedplant,13.0
17246,small,pottedplant,11.0
17247,small,pottedplant,11.25
17248,small,pottedplant,11.333333333333334
17249,small,pottedplant,6.0
17250,small,pottedplant,7.666666666666667
17251,small,pottedplant,8.2
17252,small,pottedplant,11.0
17253,small,pottedplant,10.8
17254,small,pottedplant,10.0
17255,small,pottedplant,11.777777777777779
17256,small,pottedplant,10.666666666666666
17257,small,pottedplant,11.0
17258,small,pottedplant,13.0
17259,small,pottedplant,14.8
17260,small,pottedplant,7.166666666666667
17261,small,pottedplant,9.166666666666666
17262,small,pottedplant,13.0
17263,small,pottedplant,9.4
17264,small,pottedplant,12.0
17265,small,pottedplant,7.714285714285714
17266,small,pottedplant,7.6
17267,small,pottedplant,16.666666666666668
17268,small,pottedplant,8.6
17269,small,pottedplant,12.0
17270,small,pottedplant,11.5
17271,small,pottedplant,11.0
17272,small,pottedplant,12.0
17273,small,pottedplant,12.5
17274,small,pottedplant,6.714285714285714
17275,small,pottedplant,13.0
17276,small,pottedplant,12.0
17277,small,pottedplant,10.5
17278,small,pottedplant,8.777777777777779
17279,small,pottedplant,9.5
17280,small,pottedplant,9.6
17281,small,pottedplant,9.2
17282,small,pottedplant,11.0
17283,small,pottedplant,5.666666666666667
17284,small,pottedplant,9.2
17285,small,pottedplant,10.333333333333334
17286,small,pottedplant,8.0
17287,small,pottedplant,9.333333333333334
17288,small,pottedplant,8.857142857142858
17289,small,pottedplant,10.5
17290,small,pottedplant,12.8
17291,small,pottedplant,10.333333333333334
17292,small,pottedplant,11.0
17293,small,pottedplant,10.333333333333334
17294,small,pottedplant,12.0
17295,small,pottedplant,7.333333333333333
17296,small,pottedplant,7.333333333333333
17297,small,pottedplant,11.8
17298,small,pottedplant,12.0
17299,small,pottedplant,11.5
17300,small,pottedplant,9.2
17301,small,pottedplant,12.0
17302,small,pottedplant,11.0
17303,small,pottedplant,11.0
17304,small,pottedplant,10.666666666666666
17305,small,pottedplant,17.5
17306,small,pottedplant,11.0
17307,small,pottedplant,7.6
17308,small,pottedplant,7.4
17309,small,pottedplant,11.833333333333334
17310,small,pottedplant,10.666666666666666
17311,small,pottedplant,13.0
17312,small,pottedplant,10.75
17313,small,pottedplant,11.333333333333334
17314,small,pottedplant,7.4
17315,small,pottedplant,12.0
17316,small,pottedplant,10.333333333333334
17317,small,pottedplant,7.8
17318,small,pottedplant,8.666666666666666
17319,small,pottedplant,11.0
17320,small,pottedplant,10.666666666666666
17321,small,pottedplant,11.0
17322,small,pottedplant,11.333333333333334
17323,small,pottedplant,8.4
17324,small,pottedplant,11.0
17325,small,pottedplant,11.0
17326,small,pottedplant,9.4
17327,small,pottedplant,12.0
17328,small,pottedplant,11.0
17329,small,pottedplant,12.0
17330,small,pottedplant,13.2
17331,small,pottedplant,10.0
17332,small,pottedplant,8.0
17333,small,pottedplant,7.8
17334,small,pottedplant,9.0
17335,small,pottedplant,12.0
17336,small,pottedplant,14.0
17337,small,pottedplant,11.0
17338,small,pottedplant,9.285714285714286
17339,small,pottedplant,10.428571428571429
17340,small,pottedplant,11.666666666666666
17341,small,pottedplant,16.0
17342,small,pottedplant,12.5
17343,small,pottedplant,10.333333333333334
17344,small,pottedplant,10.666666666666666
17345,small,pottedplant,5.666666666666667
17346,small,pottedplant,10.666666666666666
17347,small,pottedplant,10.0
17348,small,pottedplant,6.333333333333333
17349,small,pottedplant,17.333333333333332
17350,small,pottedplant,14.6
17351,small,pottedplant,8.6
17352,small,pottedplant,11.0
17353,small,pottedplant,10.333333333333334
17354,small,pottedplant,11.0
17355,small,pottedplant,13.0
17356,small,pottedplant,5.333333333333333
17357,small,pottedplant,12.0
17358,small,pottedplant,12.5
17359,small,pottedplant,11.0
17360,small,pottedplant,11.5
17361,small,pottedplant,11.0
17362,small,pottedplant,8.333333333333334
17363,small,pottedplant,12.0
17364,small,pottedplant,13.0
17365,small,pottedplant,11.0
17366,small,pottedplant,9.0
17367,small,pottedplant,13.0
17368,small,pottedplant,10.5
17369,small,pottedplant,9.0
17370,small,pottedplant,10.285714285714286
17371,small,pottedplant,11.0
17372,small,pottedplant,11.6
17373,small,pottedplant,8.25
17374,small,pottedplant,12.0
17375,small,pottedplant,6.5
17376,small,pottedplant,10.333333333333334
17377,small,pottedplant,18.4
17378,small,pottedplant,12.0
17379,small,pottedplant,10.0
17380,small,pottedplant,12.0
17381,small,pottedplant,12.4
17382,small,pottedplant,12.0
17383,small,pottedplant,11.0
17384,small,pottedplant,9.5
17385,small,pottedplant,11.0
17386,small,pottedplant,11.0
17387,small,pottedplant,10.4
17388,small,pottedplant,11.0
17389,small,pottedplant,14.0
17390,small,pottedplant,9.0
17391,small,pottedplant,11.0
17392,small,pottedplant,10.4
17393,small,pottedplant,11.0
17394,small,pottedplant,13.0
17395,small,pottedplant,11.0
17396,small,pottedplant,11.666666666666666
17397,small,pottedplant,9.0
17398,small,pottedplant,9.666666666666666
17399,small,pottedplant,11.333333333333334
17400,small,pottedplant,11.0
17401,small,pottedplant,12.0
17402,small,pottedplant,12.0
17403,small,pottedplant,13.25
17404,small,pottedplant,5.666666666666667
17405,small,pottedplant,15.0
17406,small,pottedplant,7.0
17407,small,pottedplant,11.666666666666666
17408,small,pottedplant,9.0
17409,small,pottedplant,10.0
17410,small,pottedplant,8.333333333333334
17411,small,pottedplant,8.0
17412,small,pottedplant,11.333333333333334
17413,small,pottedplant,10.428571428571429
17414,small,pottedplant,12.0
17415,small,pottedplant,12.0
17416,small,pottedplant,10.5
17417,small,pottedplant,7.142857142857143
17418,small,pottedplant,12.0
17419,small,pottedplant,12.0
17420,small,pottedplant,8.285714285714286
17421,small,pottedplant,11.0
17422,small,pottedplant,10.5
17423,small,pottedplant,11.0
17424,small,pottedplant,11.666666666666666
17425,small,pottedplant,13.0
17426,small,pottedplant,11.0
17427,small,pottedplant,11.0
17428,small,pottedplant,10.0
17429,small,pottedplant,11.0
17430,small,pottedplant,11.6
17431,small,pottedplant,13.8
17432,small,pottedplant,10.666666666666666
17433,small,pottedplant,11.0
17434,small,pottedplant,12.5
17435,small,pottedplant,12.0
17436,small,pottedplant,12.0
17437,small,pottedplant,12.0
17438,small,pottedplant,10.666666666666666
17439,small,pottedplant,12.0
17440,small,pottedplant,5.6
17441,small,pottedplant,10.0
17442,small,pottedplant,13.0
17443,small,pottedplant,13.8
17444,small,pottedplant,9.8
17445,small,pottedplant,10.666666666666666
17446,small,pottedplant,13.0
17447,small,pottedplant,13.25
17448,small,pottedplant,11.5
17449,small,pottedplant,9.714285714285714
17450,small,pottedplant,12.0
17451,small,pottedplant,13.0
17452,small,pottedplant,9.2
17453,small,pottedplant,12.714285714285714
17454,small,pottedplant,10.666666666666666
17455,small,pottedplant,12.666666666666666
17456,small,pottedplant,13.0
17457,small,pottedplant,7.0
17458,small,pottedplant,10.5
17459,small,pottedplant,8.571428571428571
17460,small,pottedplant,12.0
17461,small,pottedplant,8.8
17462,small,pottedplant,12.0
17463,small,pottedplant,11.333333333333334
17464,small,pottedplant,8.333333333333334
17465,small,pottedplant,7.8
17466,small,pottedplant,5.333333333333333
17467,small,pottedplant,12.0
17468,small,pottedplant,11.333333333333334
17469,small,pottedplant,10.333333333333334
17470,small,pottedplant,12.0
17471,small,pottedplant,11.0
17472,small,pottedplant,10.0
17473,small,pottedplant,11.5
17474,small,pottedplant,14.6
17475,small,pottedplant,13.0
17476,small,pottedplant,10.666666666666666
17477,small,pottedplant,7.285714285714286
17478,small,pottedplant,11.0
17479,small,pottedplant,12.0
17480,small,pottedplant,6.285714285714286
17481,small,pottedplant,12.0
17482,small,pottedplant,11.0
17483,small,pottedplant,12.0
17484,small,pottedplant,12.25
17485,small,pottedplant,6.0
17486,small,pottedplant,14.4
17487,small,pottedplant,12.0
17488,small,pottedplant,12.0
17489,small,pottedplant,11.0
17490,small,pottedplant,11.666666666666666
17491,small,pottedplant,10.0
17492,small,pottedplant,12.333333333333334
17493,small,pottedplant,10.666666666666666
17494,small,pottedplant,8.0
17495,small,pottedplant,7.833333333333333
17496,small,pottedplant,10.333333333333334
17497,small,pottedplant,5.666666666666667
17498,small,pottedplant,10.666666666666666
17499,small,pottedplant,12.0
17500,small,pottedplant,10.333333333333334
17501,small,pottedplant,9.0
17502,small,pottedplant,11.6
17503,small,pottedplant,10.0
17504,small,pottedplant,8.5
17505,small,pottedplant,11.333333333333334
17506,small,pottedplant,11.0
17507,small,pottedplant,13.2
17508,small,pottedplant,10.333333333333334
17509,small,pottedplant,8.333333333333334
17510,small,pottedplant,11.0
17511,small,pottedplant,5.333333333333333
17512,small,pottedplant,9.0
17513,small,pottedplant,10.666666666666666
17514,small,pottedplant,11.6
17515,small,pottedplant,8.2
17516,small,pottedplant,11.5
17517,small,pottedplant,7.8
17518,small,pottedplant,11.0
17519,small,pottedplant,11.0
17520,small,pottedplant,12.0
17521,small,pottedplant,7.2
17522,small,pottedplant,8.666666666666666
17523,small,pottedplant,9.0
17524,small,pottedplant,15.333333333333334
17525,small,pottedplant,12.0
17526,small,pottedplant,10.333333333333334
17527,small,pottedplant,11.6
17528,small,pottedplant,10.333333333333334
17529,small,pottedplant,11.0
17530,small,pottedplant,14.333333333333334
17531,small,pottedplant,11.0
17532,small,pottedplant,10.5
17533,small,pottedplant,8.333333333333334
17534,small,pottedplant,17.333333333333332
17535,small,pottedplant,8.6
17536,small,pottedplant,14.8
17537,small,pottedplant,9.8
17538,small,pottedplant,13.8
17539,small,pottedplant,12.0
17540,small,pottedplant,6.8
17541,small,pottedplant,10.5
17542,small,pottedplant,11.0
17543,small,pottedplant,7.2
17544,small,pottedplant,12.0
17545,small,pottedplant,12.0
17546,small,pottedplant,11.0
17547,small,pottedplant,16.666666666666668
17548,small,pottedplant,11.0
17549,small,pottedplant,5.0
17550,small,pottedplant,13.0
17551,small,pottedplant,8.0
17552,small,pottedplant,14.333333333333334
17553,small,pottedplant,10.666666666666666
17554,small,pottedplant,12.5
17555,small,pottedplant,14.4
17556,small,pottedplant,11.5
17557,small,pottedplant,11.0
17558,small,pottedplant,9.666666666666666
17559,small,pottedplant,10.0
17560,small,pottedplant,12.0
17561,small,pottedplant,12.2
17562,small,pottedplant,9.0
17563,small,pottedplant,11.0
17564,small,pottedplant,11.0
17565,small,pottedplant,12.0
17566,small,pottedplant,11.0
17567,small,pottedplant,10.0
17568,small,pottedplant,11.333333333333334
17569,small,pottedplant,12.0
17570,small,pottedplant,11.0
17571,small,pottedplant,17.0
17572,small,pottedplant,12.0
17573,small,pottedplant,12.0
17574,small,pottedplant,11.5
17575,small,pottedplant,8.571428571428571
17576,small,pottedplant,11.0
17577,small,pottedplant,13.333333333333334
17578,small,pottedplant,8.2
17579,small,pottedplant,9.0
17580,small,pottedplant,12.0
17581,small,pottedplant,10.666666666666666
17582,small,pottedplant,10.777777777777779
17583,small,pottedplant,8.6
17584,small,pottedplant,7.8
17585,small,pottedplant,7.0
17586,small,pottedplant,10.666666666666666
17587,small,pottedplant,10.333333333333334
17588,small,pottedplant,12.142857142857142
17589,small,pottedplant,14.8
17590,small,pottedplant,9.6
17591,small,pottedplant,10.571428571428571
17592,small,pottedplant,13.0
17593,small,pottedplant,10.5
17594,small,pottedplant,9.0
17595,small,pottedplant,10.0
17596,small,pottedplant,15.0
17597,small,pottedplant,11.0
17598,small,pottedplant,12.0
17599,small,pottedplant,12.0
17600,small,pottedplant,10.666666666666666
17601,small,pottedplant,13.0
17602,small,pottedplant,14.857142857142858
17603,small,pottedplant,10.571428571428571
17604,small,pottedplant,8.2
17605,small,pottedplant,11.0
17606,small,pottedplant,11.0
17607,small,pottedplant,12.0
17608,small,pottedplant,11.666666666666666
17609,small,pottedplant,10.75
17610,small,pottedplant,12.0
17611,small,pottedplant,11.0
17612,small,pottedplant,12.4
17613,small,pottedplant,11.0
17614,small,pottedplant,11.0
17615,small,pottedplant,10.333333333333334
17616,small,pottedplant,13.0
17617,small,pottedplant,10.666666666666666
17618,small,pottedplant,8.0
17619,small,pottedplant,13.0
17620,small,pottedplant,8.0
17621,small,pottedplant,8.666666666666666
17622,small,pottedplant,12.0
17623,small,pottedplant,10.333333333333334
17624,small,pottedplant,11.75
17625,small,pottedplant,12.0
17626,small,pottedplant,10.666666666666666
17627,small,pottedplant,12.4
17628,small,pottedplant,13.0
17629,small,pottedplant,15.666666666666666
17630,small,pottedplant,10.0
17631,small,pottedplant,8.333333333333334
17632,small,pottedplant,10.0
17633,small,pottedplant,8.5
17634,small,pottedplant,12.0
17635,small,pottedplant,9.25
17636,small,pottedplant,10.666666666666666
17637,small,pottedplant,15.666666666666666
17638,small,pottedplant,10.0
17639,small,pottedplant,11.0
17640,small,pottedplant,10.333333333333334
17641,small,pottedplant,11.0
17642,small,pottedplant,12.8
17643,small,pottedplant,14.666666666666666
17644,small,pottedplant,11.0
17645,small,pottedplant,11.6
17646,small,pottedplant,4.666666666666667
17647,small,pottedplant,13.0
17648,small,pottedplant,14.285714285714286
17649,small,pottedplant,13.0
17650,small,pottedplant,13.0
17651,small,pottedplant,11.0
17652,small,pottedplant,16.666666666666668
17653,small,pottedplant,13.0
17654,small,pottedplant,8.8
17655,small,pottedplant,11.4
17656,small,pottedplant,14.0
17657,small,pottedplant,10.666666666666666
17658,small,pottedplant,9.2
17659,small,pottedplant,9.0
17660,small,pottedplant,9.4
17661,small,pottedplant,11.333333333333334
17662,small,pottedplant,11.666666666666666
17663,small,pottedplant,11.0
17664,small,pottedplant,10.5
17665,small,pottedplant,13.0
17666,small,pottedplant,14.333333333333334
17667,small,pottedplant,12.0
17668,small,pottedplant,12.5
17669,small,pottedplant,9.714285714285714
17670,small,pottedplant,10.666666666666666
17671,small,pottedplant,9.2
17672,small,pottedplant,10.0
17673,small,pottedplant,13.666666666666666
17674,small,pottedplant,9.2
17675,small,pottedplant,10.0
17676,small,pottedplant,10.0
17677,small,pottedplant,9.6
17678,small,pottedplant,9.8
17679,small,pottedplant,12.0
17680,small,pottedplant,8.2
17681,small,pottedplant,11.666666666666666
17682,small,pottedplant,8.666666666666666
17683,small,pottedplant,10.5
17684,small,pottedplant,12.0
17685,small,pottedplant,13.0
17686,small,pottedplant,7.2
17687,small,pottedplant,11.0
17688,small,pottedplant,6.5
17689,small,pottedplant,11.0
17690,small,pottedplant,11.0
17691,small,pottedplant,12.833333333333334
17692,small,pottedplant,5.0
17693,small,pottedplant,13.0
17694,small,pottedplant,8.333333333333334
17695,small,pottedplant,9.8
17696,small,pottedplant,10.714285714285714
17697,small,pottedplant,11.0
17698,small,pottedplant,11.5
17699,small,pottedplant,12.0
17700,small,pottedplant,10.5
17701,small,pottedplant,11.0
17702,small,pottedplant,9.6
17703,small,pottedplant,8.5
17704,small,pottedplant,9.11111111111111
17705,small,pottedplant,9.8
17706,small,pottedplant,9.2
17707,small,pottedplant,12.0
17708,small,pottedplant,11.0
17709,small,pottedplant,10.333333333333334
17710,small,pottedplant,14.4
17711,small,pottedplant,11.0
17712,small,pottedplant,10.714285714285714
17713,small,pottedplant,11.0
17714,small,pottedplant,12.0
17715,small,pottedplant,7.0
17716,small,pottedplant,7.2
17717,small,pottedplant,8.8
17718,small,pottedplant,13.0
17719,small,pottedplant,13.0
17720,small,pottedplant,12.0
17721,small,pottedplant,14.0
17722,small,pottedplant,9.6
17723,small,pottedplant,9.0
17724,small,pottedplant,11.428571428571429
17725,small,pottedplant,7.0
17726,small,pottedplant,11.5
17727,small,pottedplant,11.666666666666666
17728,small,pottedplant,11.0
17729,small,pottedplant,11.0
17730,small,pottedplant,8.857142857142858
17731,small,pottedplant,11.333333333333334
17732,small,pottedplant,12.0
17733,small,pottedplant,13.0
17734,small,pottedplant,5.666666666666667
17735,small,pottedplant,13.0
17736,small,pottedplant,10.0
17737,small,pottedplant,7.8
17738,small,pottedplant,10.666666666666666
17739,small,pottedplant,14.2
17740,small,pottedplant,17.666666666666668
17741,small,pottedplant,13.666666666666666
17742,small,pottedplant,11.0
17743,small,pottedplant,8.6
17744,small,pottedplant,14.2
17745,small,pottedplant,11.0
17746,small,pottedplant,12.4
17747,small,pottedplant,14.333333333333334
17748,small,pottedplant,12.0
17749,small,pottedplant,9.8
17750,small,pottedplant,11.0
17751,small,pottedplant,11.0
17752,small,pottedplant,5.0
17753,small,pottedplant,12.0
17754,small,pottedplant,10.4
17755,small,pottedplant,7.6
17756,small,pottedplant,13.0
17757,small,pottedplant,8.666666666666666
17758,small,pottedplant,15.0
17759,small,pottedplant,11.0
17760,small,pottedplant,13.0
17761,small,pottedplant,8.8
17762,small,pottedplant,13.0
17763,small,pottedplant,8.333333333333334
17764,small,pottedplant,10.5
17765,small,pottedplant,6.8
17766,small,pottedplant,7.2
17767,small,pottedplant,7.0
17768,small,pottedplant,13.0
17769,small,pottedplant,11.0
17770,small,pottedplant,10.0
17771,small,pottedplant,12.0
17772,small,pottedplant,9.2
17773,small,pottedplant,11.333333333333334
17774,small,pottedplant,9.5
17775,small,pottedplant,11.0
17776,small,pottedplant,11.0
17777,small,pottedplant,11.0
17778,small,pottedplant,12.0
17779,small,pottedplant,5.333333333333333
17780,small,pottedplant,11.0
17781,small,pottedplant,14.0
17782,small,pottedplant,8.8
17783,small,pottedplant,13.0
17784,small,pottedplant,11.0
17785,small,pottedplant,5.8
17786,small,pottedplant,7.666666666666667
17787,small,pottedplant,11.0
17788,small,pottedplant,11.0
17789,small,pottedplant,11.666666666666666
17790,small,pottedplant,7.571428571428571
17791,small,pottedplant,8.333333333333334
17792,small,pottedplant,9.25
17793,small,pottedplant,12.0
17794,small,pottedplant,12.4
17795,small,pottedplant,12.0
17796,small,pottedplant,11.0
17797,small,pottedplant,11.5
17798,small,pottedplant,7.666666666666667
17799,small,pottedplant,11.333333333333334
17800,small,pottedplant,13.0
17801,small,pottedplant,10.0
17802,small,pottedplant,5.0
17803,small,pottedplant,12.8
17804,small,pottedplant,10.0
17805,small,pottedplant,7.666666666666667
17806,small,pottedplant,6.8
17807,small,pottedplant,11.0
17808,small,pottedplant,12.0
17809,small,pottedplant,12.0
17810,small,pottedplant,15.333333333333334
17811,small,pottedplant,11.0
17812,small,pottedplant,7.4
17813,small,pottedplant,6.0
17814,small,pottedplant,10.2
17815,small,pottedplant,7.333333333333333
17816,small,pottedplant,12.0
17817,small,pottedplant,11.0
17818,small,pottedplant,14.4
17819,small,pottedplant,9.666666666666666
17820,small,pottedplant,12.0
17821,small,pottedplant,13.0
17822,small,pottedplant,11.0
17823,small,pottedplant,10.333333333333334
17824,small,pottedplant,11.4
17825,small,pottedplant,10.666666666666666
17826,small,pottedplant,11.5
17827,small,pottedplant,13.0
17828,small,pottedplant,14.6
17829,small,pottedplant,10.2
17830,small,pottedplant,10.666666666666666
17831,small,pottedplant,5.666666666666667
17832,small,pottedplant,9.666666666666666
17833,small,pottedplant,11.0
17834,small,pottedplant,12.0
17835,small,pottedplant,13.666666666666666
17836,small,pottedplant,12.0
17837,small,pottedplant,10.0
17838,small,pottedplant,10.666666666666666
17839,small,pottedplant,11.333333333333334
17840,small,pottedplant,10.666666666666666
17841,small,pottedplant,8.8
17842,small,pottedplant,11.0
17843,small,pottedplant,11.0
17844,small,pottedplant,12.0
17845,small,pottedplant,12.2
17846,small,pottedplant,12.0
17847,small,pottedplant,7.666666666666667
17848,small,pottedplant,5.714285714285714
17849,small,pottedplant,13.0
17850,small,pottedplant,8.0
17851,small,pottedplant,8.333333333333334
17852,small,pottedplant,12.0
17853,small,pottedplant,15.8
17854,small,pottedplant,11.25
17855,small,pottedplant,14.0
17856,small,pottedplant,11.0
17857,small,pottedplant,11.0
17858,small,pottedplant,11.0
17859,small,pottedplant,5.0
17860,small,pottedplant,10.333333333333334
17861,small,pottedplant,10.0
17862,small,pottedplant,12.666666666666666
17863,small,pottedplant,14.4
17864,small,pottedplant,11.0
17865,small,pottedplant,9.666666666666666
17866,small,pottedplant,11.0
17867,small,pottedplant,12.0
17868,small,pottedplant,12.0
17869,small,pottedplant,12.0
17870,small,pottedplant,12.333333333333334
17871,small,pottedplant,10.333333333333334
17872,small,pottedplant,7.6
17873,small,pottedplant,11.0
17874,small,pottedplant,10.666666666666666
17875,small,pottedplant,12.0
