,condition,environment,bootstraps
30769,big,lamp,13.2
30770,big,lamp,17.857142857142858
30771,big,lamp,13.8
30772,big,lamp,16.8
30773,big,lamp,15.714285714285714
30774,big,lamp,13.2
30775,big,lamp,14.444444444444445
30776,big,lamp,13.714285714285714
30777,big,lamp,15.285714285714286
30778,big,lamp,13.285714285714286
30779,big,lamp,14.571428571428571
30780,big,lamp,13.285714285714286
30781,big,lamp,13.142857142857142
30782,big,lamp,14.4
30783,big,lamp,14.857142857142858
30784,big,lamp,13.5
30785,big,lamp,14.0
30786,big,lamp,14.5
30787,big,lamp,15.571428571428571
30788,big,lamp,14.333333333333334
30789,big,lamp,13.555555555555555
30790,big,lamp,14.4
30791,big,lamp,16.333333333333332
30792,big,lamp,13.285714285714286
30793,big,lamp,11.5
30794,big,lamp,16.22222222222222
30795,big,lamp,15.428571428571429
30796,big,lamp,13.142857142857142
30797,big,lamp,15.5
30798,big,lamp,16.0
30799,big,lamp,13.8
30800,big,lamp,16.333333333333332
30801,big,lamp,11.75
30802,big,lamp,15.0
30803,big,lamp,14.2
30804,big,lamp,16.8
30805,big,lamp,14.714285714285714
30806,big,lamp,16.5
30807,big,lamp,13.6
30808,big,lamp,13.857142857142858
30809,big,lamp,13.909090909090908
30810,big,lamp,13.142857142857142
30811,big,lamp,13.857142857142858
30812,big,lamp,15.25
30813,big,lamp,13.142857142857142
30814,big,lamp,14.0
30815,big,lamp,12.3
30816,big,lamp,16.142857142857142
30817,big,lamp,15.25
30818,big,lamp,13.6
30819,big,lamp,14.444444444444445
30820,big,lamp,14.666666666666666
30821,big,lamp,15.0
30822,big,lamp,14.88888888888889
30823,big,lamp,11.0
30824,big,lamp,15.454545454545455
30825,big,lamp,15.0
30826,big,lamp,13.8
30827,big,lamp,15.428571428571429
30828,big,lamp,13.571428571428571
30829,big,lamp,14.0
30830,big,lamp,15.4
30831,big,lamp,13.2
30832,big,lamp,15.444444444444445
30833,big,lamp,13.285714285714286
30834,big,lamp,14.857142857142858
30835,big,lamp,11.75
30836,big,lamp,13.285714285714286
30837,big,lamp,13.285714285714286
30838,big,lamp,16.8
30839,big,lamp,15.857142857142858
30840,big,lamp,13.0
30841,big,lamp,16.77777777777778
30842,big,lamp,16.428571428571427
30843,big,lamp,9.0
30844,big,lamp,14.333333333333334
30845,big,lamp,15.8
30846,big,lamp,13.833333333333334
30847,big,lamp,16.8
30848,big,lamp,15.666666666666666
30849,big,lamp,13.9
30850,big,lamp,16.6
30851,big,lamp,16.285714285714285
30852,big,lamp,14.5
30853,big,lamp,16.22222222222222
30854,big,lamp,12.666666666666666
30855,big,lamp,14.444444444444445
30856,big,lamp,14.0
30857,big,lamp,15.142857142857142
30858,big,lamp,14.333333333333334
30859,big,lamp,14.444444444444445
30860,big,lamp,15.142857142857142
30861,big,lamp,16.88888888888889
30862,big,lamp,15.142857142857142
30863,big,lamp,15.428571428571429
30864,big,lamp,14.166666666666666
30865,big,lamp,13.142857142857142
30866,big,lamp,12.625
30867,big,lamp,14.444444444444445
30868,big,lamp,14.333333333333334
30869,big,lamp,13.1
30870,big,lamp,16.142857142857142
30871,big,lamp,14.555555555555555
30872,big,lamp,13.4
30873,big,lamp,15.0
30874,big,lamp,13.1
30875,big,lamp,13.142857142857142
30876,big,lamp,15.5
30877,big,lamp,15.0
30878,big,lamp,15.88888888888889
30879,big,lamp,15.363636363636363
30880,big,lamp,16.11111111111111
30881,big,lamp,15.571428571428571
30882,big,lamp,14.857142857142858
30883,big,lamp,18.125
30884,big,lamp,13.0
30885,big,lamp,13.0
30886,big,lamp,15.571428571428571
30887,big,lamp,14.333333333333334
30888,big,lamp,14.0
30889,big,lamp,15.142857142857142
30890,big,lamp,15.571428571428571
30891,big,lamp,15.666666666666666
30892,big,lamp,11.625
30893,big,lamp,14.571428571428571
30894,big,lamp,14.2
30895,big,lamp,15.545454545454545
30896,big,lamp,15.333333333333334
30897,big,lamp,15.666666666666666
30898,big,lamp,14.166666666666666
30899,big,lamp,16.4
30900,big,lamp,15.333333333333334
30901,big,lamp,14.333333333333334
30902,big,lamp,15.428571428571429
30903,big,lamp,16.0
30904,big,lamp,13.142857142857142
30905,big,lamp,15.571428571428571
30906,big,lamp,15.4
30907,big,lamp,14.333333333333334
30908,big,lamp,15.571428571428571
30909,big,lamp,13.8
30910,big,lamp,14.625
30911,big,lamp,15.6
30912,big,lamp,16.88888888888889
30913,big,lamp,16.666666666666668
30914,big,lamp,13.4
30915,big,lamp,16.25
30916,big,lamp,15.857142857142858
30917,big,lamp,18.0
30918,big,lamp,15.333333333333334
30919,big,lamp,14.0
30920,big,lamp,14.714285714285714
30921,big,lamp,11.75
30922,big,lamp,13.6
30923,big,lamp,16.142857142857142
30924,big,lamp,15.428571428571429
30925,big,lamp,15.25
30926,big,lamp,16.4
30927,big,lamp,16.142857142857142
30928,big,lamp,14.0
30929,big,lamp,14.857142857142858
30930,big,lamp,13.0
30931,big,lamp,16.428571428571427
30932,big,lamp,15.6
30933,big,lamp,13.25
30934,big,lamp,13.428571428571429
30935,big,lamp,14.0
30936,big,lamp,13.2
30937,big,lamp,13.285714285714286
30938,big,lamp,14.4
30939,big,lamp,14.857142857142858
30940,big,lamp,15.666666666666666
30941,big,lamp,11.666666666666666
30942,big,lamp,13.6
30943,big,lamp,16.333333333333332
30944,big,lamp,14.0
30945,big,lamp,13.6
30946,big,lamp,15.545454545454545
30947,big,lamp,14.8
30948,big,lamp,14.2
30949,big,lamp,14.166666666666666
30950,big,lamp,13.8
30951,big,lamp,16.666666666666668
30952,big,lamp,13.285714285714286
30953,big,lamp,13.333333333333334
30954,big,lamp,15.666666666666666
30955,big,lamp,13.6
30956,big,lamp,12.6
30957,big,lamp,19.0
30958,big,lamp,13.833333333333334
30959,big,lamp,15.4
30960,big,lamp,13.6
30961,big,lamp,11.875
30962,big,lamp,12.2
30963,big,lamp,12.666666666666666
30964,big,lamp,13.833333333333334
30965,big,lamp,15.5
30966,big,lamp,14.2
30967,big,lamp,15.666666666666666
30968,big,lamp,14.727272727272727
30969,big,lamp,15.545454545454545
30970,big,lamp,16.555555555555557
30971,big,lamp,16.666666666666668
30972,big,lamp,14.3
30973,big,lamp,12.0
30974,big,lamp,14.777777777777779
30975,big,lamp,16.666666666666668
30976,big,lamp,11.625
30977,big,lamp,15.285714285714286
30978,big,lamp,13.8
30979,big,lamp,15.88888888888889
30980,big,lamp,14.333333333333334
30981,big,lamp,17.6
30982,big,lamp,15.428571428571429
30983,big,lamp,15.5
30984,big,lamp,16.444444444444443
30985,big,lamp,15.285714285714286
30986,big,lamp,13.6
30987,big,lamp,14.777777777777779
30988,big,lamp,15.625
30989,big,lamp,13.0
30990,big,lamp,16.444444444444443
30991,big,lamp,15.571428571428571
30992,big,lamp,14.4
30993,big,lamp,16.4
30994,big,lamp,15.545454545454545
30995,big,lamp,16.0
30996,big,lamp,15.666666666666666
30997,big,lamp,13.0
30998,big,lamp,14.4
30999,big,lamp,17.0
31000,big,mailbox,16.454545454545453
31001,big,mailbox,14.571428571428571
31002,big,mailbox,13.333333333333334
31003,big,mailbox,13.714285714285714
31004,big,mailbox,14.142857142857142
31005,big,mailbox,13.0
31006,big,mailbox,15.272727272727273
31007,big,mailbox,14.272727272727273
31008,big,mailbox,13.571428571428571
31009,big,mailbox,12.0
31010,big,mailbox,16.333333333333332
31011,big,mailbox,14.2
31012,big,mailbox,11.4
31013,big,mailbox,13.222222222222221
31014,big,mailbox,9.0
31015,big,mailbox,15.0
31016,big,mailbox,17.0
31017,big,mailbox,9.333333333333334
31018,big,mailbox,14.428571428571429
31019,big,mailbox,14.142857142857142
31020,big,mailbox,10.714285714285714
31021,big,mailbox,13.666666666666666
31022,big,mailbox,13.222222222222221
31023,big,mailbox,14.285714285714286
31024,big,mailbox,15.692307692307692
31025,big,mailbox,15.272727272727273
31026,big,mailbox,11.375
31027,big,mailbox,16.545454545454547
31028,big,mailbox,14.0
31029,big,mailbox,5.714285714285714
31030,big,mailbox,14.571428571428571
31031,big,mailbox,10.714285714285714
31032,big,mailbox,15.7
31033,big,mailbox,11.727272727272727
31034,big,mailbox,12.846153846153847
31035,big,mailbox,10.666666666666666
31036,big,mailbox,15.333333333333334
31037,big,mailbox,12.083333333333334
31038,big,mailbox,13.222222222222221
31039,big,mailbox,13.333333333333334
31040,big,mailbox,13.0
31041,big,mailbox,11.818181818181818
31042,big,mailbox,12.333333333333334
31043,big,mailbox,14.083333333333334
31044,big,mailbox,12.714285714285714
31045,big,mailbox,14.2
31046,big,mailbox,13.2
31047,big,mailbox,14.363636363636363
31048,big,mailbox,10.875
31049,big,mailbox,15.428571428571429
31050,big,mailbox,12.8
31051,big,mailbox,13.333333333333334
31052,big,mailbox,9.75
31053,big,mailbox,14.153846153846153
31054,big,mailbox,15.0
31055,big,mailbox,10.375
31056,big,mailbox,13.0
31057,big,mailbox,11.0
31058,big,mailbox,14.714285714285714
31059,big,mailbox,11.0
31060,big,mailbox,15.285714285714286
31061,big,mailbox,10.0
31062,big,mailbox,11.8
31063,big,mailbox,15.8
31064,big,mailbox,14.727272727272727
31065,big,mailbox,15.545454545454545
31066,big,mailbox,13.714285714285714
31067,big,mailbox,15.285714285714286
31068,big,mailbox,15.88888888888889
31069,big,mailbox,12.555555555555555
31070,big,mailbox,15.0
31071,big,mailbox,13.714285714285714
31072,big,mailbox,11.0
31073,big,mailbox,14.454545454545455
31074,big,mailbox,12.88888888888889
31075,big,mailbox,14.909090909090908
31076,big,mailbox,11.0
31077,big,mailbox,15.285714285714286
31078,big,mailbox,12.2
31079,big,mailbox,14.0
31080,big,mailbox,11.727272727272727
31081,big,mailbox,12.3
31082,big,mailbox,10.571428571428571
31083,big,mailbox,18.714285714285715
31084,big,mailbox,14.285714285714286
31085,big,mailbox,10.714285714285714
31086,big,mailbox,14.857142857142858
31087,big,mailbox,13.666666666666666
31088,big,mailbox,13.333333333333334
31089,big,mailbox,13.4
31090,big,mailbox,12.333333333333334
31091,big,mailbox,12.6
31092,big,mailbox,14.285714285714286
31093,big,mailbox,11.625
31094,big,mailbox,14.818181818181818
31095,big,mailbox,10.25
31096,big,mailbox,15.285714285714286
31097,big,mailbox,10.571428571428571
31098,big,mailbox,13.4
31099,big,mailbox,14.285714285714286
31100,big,mailbox,16.4
31101,big,mailbox,15.3
31102,big,mailbox,14.25
31103,big,mailbox,13.272727272727273
31104,big,mailbox,14.428571428571429
31105,big,mailbox,14.545454545454545
31106,big,mailbox,12.6
31107,big,mailbox,16.4
31108,big,mailbox,14.285714285714286
31109,big,mailbox,14.0
31110,big,mailbox,12.777777777777779
31111,big,mailbox,8.666666666666666
31112,big,mailbox,16.0
31113,big,mailbox,14.0
31114,big,mailbox,13.0
31115,big,mailbox,13.571428571428571
31116,big,mailbox,14.714285714285714
31117,big,mailbox,11.4
31118,big,mailbox,13.714285714285714
31119,big,mailbox,15.0
31120,big,mailbox,15.0
31121,big,mailbox,13.857142857142858
31122,big,mailbox,14.428571428571429
31123,big,mailbox,15.615384615384615
31124,big,mailbox,14.333333333333334
31125,big,mailbox,9.0
31126,big,mailbox,11.2
31127,big,mailbox,11.6
31128,big,mailbox,16.555555555555557
31129,big,mailbox,11.4
31130,big,mailbox,14.2
31131,big,mailbox,17.2
31132,big,mailbox,12.222222222222221
31133,big,mailbox,15.181818181818182
31134,big,mailbox,9.875
31135,big,mailbox,15.555555555555555
31136,big,mailbox,14.142857142857142
31137,big,mailbox,15.4
31138,big,mailbox,14.0
31139,big,mailbox,12.272727272727273
31140,big,mailbox,14.25
31141,big,mailbox,13.11111111111111
31142,big,mailbox,13.0
31143,big,mailbox,12.0
31144,big,mailbox,9.0
31145,big,mailbox,15.666666666666666
31146,big,mailbox,9.11111111111111
31147,big,mailbox,12.909090909090908
31148,big,mailbox,13.363636363636363
31149,big,mailbox,14.090909090909092
31150,big,mailbox,14.0
31151,big,mailbox,13.0
31152,big,mailbox,15.2
31153,big,mailbox,11.444444444444445
31154,big,mailbox,12.714285714285714
31155,big,mailbox,11.428571428571429
31156,big,mailbox,11.4
31157,big,mailbox,13.818181818181818
31158,big,mailbox,13.625
31159,big,mailbox,9.0
31160,big,mailbox,12.923076923076923
31161,big,mailbox,14.714285714285714
31162,big,mailbox,14.714285714285714
31163,big,mailbox,13.222222222222221
31164,big,mailbox,15.125
31165,big,mailbox,14.333333333333334
31166,big,mailbox,14.571428571428571
31167,big,mailbox,12.333333333333334
31168,big,mailbox,12.5
31169,big,mailbox,16.666666666666668
31170,big,mailbox,14.142857142857142
31171,big,mailbox,13.11111111111111
31172,big,mailbox,13.454545454545455
31173,big,mailbox,13.333333333333334
31174,big,mailbox,14.285714285714286
31175,big,mailbox,12.0
31176,big,mailbox,16.11111111111111
31177,big,mailbox,14.375
31178,big,mailbox,13.4
31179,big,mailbox,10.428571428571429
31180,big,mailbox,16.6
31181,big,mailbox,14.846153846153847
31182,big,mailbox,15.8
31183,big,mailbox,15.4
31184,big,mailbox,14.75
31185,big,mailbox,14.571428571428571
31186,big,mailbox,12.8
31187,big,mailbox,13.555555555555555
31188,big,mailbox,13.3
31189,big,mailbox,11.6
31190,big,mailbox,16.4
31191,big,mailbox,15.0
31192,big,mailbox,13.692307692307692
31193,big,mailbox,12.0
31194,big,mailbox,12.571428571428571
31195,big,mailbox,13.444444444444445
31196,big,mailbox,12.4
31197,big,mailbox,13.444444444444445
31198,big,mailbox,14.125
31199,big,mailbox,12.0
31200,big,mailbox,13.714285714285714
31201,big,mailbox,10.8
31202,big,mailbox,13.444444444444445
31203,big,mailbox,11.833333333333334
31204,big,mailbox,15.692307692307692
31205,big,mailbox,14.875
31206,big,mailbox,9.5
31207,big,mailbox,12.545454545454545
31208,big,mailbox,19.6
31209,big,mailbox,12.166666666666666
31210,big,mailbox,14.909090909090908
31211,big,mailbox,12.8
31212,big,mailbox,9.0
31213,big,mailbox,15.555555555555555
31214,big,mailbox,14.0
31215,big,mailbox,15.857142857142858
31216,big,mailbox,13.333333333333334
31217,big,mailbox,13.166666666666666
31218,big,mailbox,14.714285714285714
31219,big,mailbox,9.0
31220,big,mailbox,12.538461538461538
31221,big,mailbox,13.272727272727273
31222,big,mailbox,13.142857142857142
31223,big,mailbox,14.428571428571429
31224,big,mailbox,14.285714285714286
31225,big,mailbox,13.5
31226,big,mailbox,13.461538461538462
31227,big,mailbox,15.916666666666666
31228,big,mailbox,13.333333333333334
31229,big,mailbox,14.166666666666666
31230,big,mailbox,13.0
31231,big,mailbox,14.375
31232,big,mailbox,13.777777777777779
31233,big,mailbox,14.285714285714286
31234,big,mailbox,14.142857142857142
31235,big,mailbox,16.818181818181817
31236,big,mailbox,11.727272727272727
31237,big,mailbox,12.777777777777779
31238,big,mailbox,16.555555555555557
31239,big,mailbox,14.6
31240,big,mailbox,15.181818181818182
31241,big,mailbox,14.8
31242,big,mailbox,15.0
31243,big,mailbox,14.571428571428571
31244,big,mailbox,17.25
31245,big,mailbox,11.4
31246,big,mailbox,9.2
31247,big,mailbox,14.833333333333334
31248,big,mailbox,10.714285714285714
31249,big,mailbox,13.428571428571429
31250,big,mailbox,14.285714285714286
31251,big,mailbox,12.666666666666666
31252,big,mailbox,12.2
31253,big,mailbox,10.6
31254,big,mailbox,10.166666666666666
31255,big,mailbox,14.0
31256,big,mailbox,14.0
31257,big,mailbox,15.5
31258,big,mailbox,15.0
31259,big,mailbox,11.88888888888889
31260,big,mailbox,14.555555555555555
31261,big,mailbox,13.88888888888889
31262,big,mailbox,10.571428571428571
31263,big,mailbox,14.222222222222221
31264,big,mailbox,11.625
31265,big,mailbox,10.166666666666666
31266,big,mailbox,10.714285714285714
31267,big,mailbox,13.4
31268,big,mailbox,14.363636363636363
31269,big,mailbox,14.363636363636363
31270,big,mailbox,13.428571428571429
31271,big,mailbox,15.071428571428571
31272,big,mailbox,13.0
31273,big,mailbox,13.428571428571429
31274,big,mailbox,12.384615384615385
31275,big,mailbox,16.0
31276,big,mailbox,13.909090909090908
31277,big,mailbox,14.0
31278,big,mailbox,13.222222222222221
31279,big,mailbox,9.714285714285714
31280,big,mailbox,14.0
31281,big,mailbox,14.5
31282,big,mailbox,13.11111111111111
31283,big,mailbox,12.444444444444445
31284,big,mailbox,10.8
31285,big,mailbox,10.142857142857142
31286,big,mailbox,14.11111111111111
31287,big,mailbox,12.571428571428571
31288,big,mailbox,15.333333333333334
31289,big,mailbox,14.9
31290,big,mailbox,14.545454545454545
31291,big,mailbox,14.454545454545455
31292,big,mailbox,13.666666666666666
31293,big,mailbox,15.444444444444445
31294,big,mailbox,10.571428571428571
31295,big,mailbox,15.0
31296,big,mailbox,15.76923076923077
31297,big,mailbox,11.4
31298,big,mailbox,10.8
31299,big,mailbox,18.0
31300,big,mailbox,10.571428571428571
31301,big,mailbox,14.636363636363637
31302,big,mailbox,16.3
31303,big,mailbox,14.428571428571429
31304,big,mailbox,7.285714285714286
31305,big,mailbox,14.571428571428571
31306,big,mailbox,10.857142857142858
31307,big,mailbox,11.0
31308,big,mailbox,13.333333333333334
31309,big,mailbox,14.0
31310,big,mailbox,14.090909090909092
31311,big,mailbox,14.3
31312,big,mailbox,18.428571428571427
31313,big,mailbox,15.333333333333334
31314,big,mailbox,11.8
31315,big,mailbox,14.714285714285714
31316,big,mailbox,14.0
31317,big,mailbox,15.714285714285714
31318,big,mailbox,10.0
31319,big,mailbox,13.363636363636363
31320,big,mailbox,15.666666666666666
31321,big,mailbox,12.714285714285714
31322,big,mailbox,11.833333333333334
31323,big,mailbox,13.0
31324,big,mailbox,13.0
31325,big,mailbox,13.11111111111111
31326,big,mailbox,10.285714285714286
31327,big,mailbox,15.555555555555555
31328,big,mailbox,11.2
31329,big,mailbox,7.4
31330,big,mailbox,11.166666666666666
31331,big,mailbox,12.88888888888889
31332,big,mailbox,11.2
31333,big,mailbox,14.545454545454545
31334,big,mailbox,17.444444444444443
31335,big,mailbox,11.125
31336,big,mailbox,13.857142857142858
31337,big,mailbox,10.222222222222221
31338,big,mailbox,13.11111111111111
31339,big,mailbox,13.75
31340,big,mailbox,16.3
31341,big,mailbox,15.857142857142858
31342,big,mailbox,15.285714285714286
31343,big,mailbox,8.8
31344,big,mailbox,13.666666666666666
31345,big,mailbox,9.375
31346,big,mailbox,16.11111111111111
31347,big,mailbox,11.125
31348,big,mailbox,12.142857142857142
31349,big,mailbox,12.285714285714286
31350,big,mailbox,12.5
31351,big,mailbox,14.125
31352,big,mailbox,18.8
31353,big,mailbox,16.5
31354,big,mailbox,16.0
31355,big,mailbox,14.090909090909092
31356,big,mailbox,14.875
31357,big,mailbox,14.142857142857142
31358,big,mailbox,12.857142857142858
31359,big,mailbox,13.142857142857142
31360,big,mailbox,14.666666666666666
31361,big,mailbox,14.909090909090908
31362,big,mailbox,15.0
31363,big,mailbox,14.857142857142858
31364,big,mailbox,11.909090909090908
31365,big,mailbox,15.090909090909092
31366,big,mailbox,14.0
31367,big,mailbox,13.444444444444445
31368,big,mailbox,11.4
31369,big,mailbox,13.909090909090908
31370,big,mailbox,13.11111111111111
31371,big,mailbox,12.6
31372,big,mailbox,16.666666666666668
31373,big,mailbox,13.333333333333334
31374,big,mailbox,17.833333333333332
31375,big,mailbox,10.571428571428571
31376,big,mailbox,14.142857142857142
31377,big,mailbox,10.666666666666666
31378,big,mailbox,13.857142857142858
31379,big,mailbox,11.0
31380,big,mailbox,10.857142857142858
31381,big,mailbox,13.333333333333334
31382,big,mailbox,12.777777777777779
31383,big,mailbox,15.3
31384,big,mailbox,10.375
31385,big,mailbox,13.666666666666666
31386,big,mailbox,12.2
31387,big,mailbox,10.833333333333334
31388,big,mailbox,15.444444444444445
31389,big,mailbox,9.11111111111111
31390,big,mailbox,12.555555555555555
31391,big,mailbox,14.571428571428571
31392,big,mailbox,16.285714285714285
31393,big,mailbox,13.181818181818182
31394,big,mailbox,16.88888888888889
31395,big,mailbox,9.5
31396,big,mailbox,16.6
31397,big,mailbox,14.285714285714286
31398,big,mailbox,11.636363636363637
31399,big,mailbox,10.571428571428571
31400,big,mailbox,17.272727272727273
31401,big,mailbox,15.0
31402,big,mailbox,12.222222222222221
31403,big,mailbox,15.636363636363637
31404,big,mailbox,13.0
31405,big,mailbox,14.636363636363637
31406,big,mailbox,9.0
31407,big,mailbox,14.0
31408,big,mailbox,11.0
31409,big,mailbox,14.0
31410,big,mailbox,14.142857142857142
31411,big,mailbox,14.142857142857142
31412,big,mailbox,10.428571428571429
31413,big,mailbox,9.428571428571429
31414,big,mailbox,13.571428571428571
31415,big,mailbox,14.181818181818182
31416,big,mailbox,15.0
31417,big,mailbox,11.8
31418,big,mailbox,17.0
31419,big,mailbox,12.6
31420,big,mailbox,10.857142857142858
31421,big,mailbox,13.444444444444445
31422,big,mailbox,15.615384615384615
31423,big,mailbox,12.3
31424,big,mailbox,12.166666666666666
31425,big,mailbox,15.090909090909092
31426,big,mailbox,9.666666666666666
31427,big,mailbox,15.833333333333334
31428,big,mailbox,10.666666666666666
31429,big,mailbox,16.0
31430,big,mailbox,12.857142857142858
31431,big,mailbox,14.133333333333333
31432,big,mailbox,16.11111111111111
31433,big,mailbox,12.636363636363637
31434,big,mailbox,13.5
31435,big,mailbox,15.142857142857142
31436,big,mailbox,13.76923076923077
31437,big,mailbox,15.0
31438,big,mailbox,14.727272727272727
31439,big,mailbox,10.714285714285714
31440,big,mailbox,14.818181818181818
31441,big,mailbox,13.11111111111111
31442,big,mailbox,13.11111111111111
31443,big,mailbox,13.4
31444,big,mailbox,9.142857142857142
31445,big,mailbox,17.6
31446,big,mailbox,9.571428571428571
31447,big,mailbox,16.833333333333332
31448,big,mailbox,17.555555555555557
31449,big,mailbox,9.222222222222221
31450,big,mailbox,14.25
31451,big,mailbox,9.714285714285714
31452,big,mailbox,10.0
31453,big,mailbox,11.4
31454,big,mailbox,14.571428571428571
31455,big,mailbox,10.571428571428571
31456,big,mailbox,15.0
31457,big,mailbox,12.857142857142858
31458,big,mailbox,14.142857142857142
31459,big,mailbox,13.857142857142858
31460,big,mailbox,14.8
31461,big,mailbox,12.777777777777779
31462,big,mailbox,16.555555555555557
31463,big,mailbox,11.0
31464,big,mailbox,15.333333333333334
31465,big,mailbox,11.4
31466,big,mailbox,10.571428571428571
31467,big,mailbox,15.142857142857142
31468,big,mailbox,14.428571428571429
31469,big,mailbox,10.333333333333334
31470,big,mailbox,12.466666666666667
31471,big,mailbox,15.090909090909092
31472,big,mailbox,10.4
31473,big,mailbox,14.333333333333334
31474,big,mailbox,16.77777777777778
31475,big,mailbox,13.0
31476,big,mailbox,13.714285714285714
31477,big,mailbox,14.285714285714286
31478,big,mailbox,8.454545454545455
31479,big,mailbox,11.2
31480,big,mailbox,14.727272727272727
31481,big,mailbox,13.0
31482,big,mailbox,13.333333333333334
31483,big,mailbox,16.1
31484,big,mailbox,11.363636363636363
31485,big,mailbox,14.88888888888889
31486,big,mailbox,16.22222222222222
31487,big,mailbox,12.0
31488,big,mailbox,15.142857142857142
31489,big,mailbox,9.571428571428571
31490,big,mailbox,12.444444444444445
31491,big,mailbox,11.4
31492,big,mailbox,11.8
31493,big,mailbox,15.6
31494,big,mailbox,14.454545454545455
31495,big,mailbox,11.0
31496,big,mailbox,13.571428571428571
31497,big,mailbox,12.142857142857142
31498,big,mailbox,14.428571428571429
31499,big,mailbox,7.428571428571429
31500,big,mailbox,10.857142857142858
31501,big,mailbox,14.285714285714286
31502,big,mailbox,10.714285714285714
31503,big,mailbox,13.428571428571429
31504,big,mailbox,10.714285714285714
31505,big,mailbox,14.6
31506,big,mailbox,10.0
31507,big,mailbox,13.3
31508,big,mailbox,14.714285714285714
31509,big,mailbox,14.285714285714286
31510,big,mailbox,14.818181818181818
31511,big,mailbox,9.0
31512,big,mailbox,13.0
31513,big,mailbox,17.666666666666668
31514,big,mailbox,16.0
31515,big,mailbox,14.25
31516,big,mailbox,14.571428571428571
31517,big,mailbox,14.857142857142858
31518,big,mailbox,13.153846153846153
31519,big,mailbox,13.181818181818182
31520,big,mailbox,14.285714285714286
31521,big,mailbox,13.0
31522,big,mailbox,13.0
31523,big,mailbox,12.88888888888889
31524,big,mailbox,12.714285714285714
31525,big,mailbox,10.0
31526,big,mailbox,12.7
31527,big,mailbox,11.8
31528,big,mailbox,9.333333333333334
31529,big,mailbox,15.8
31530,big,mailbox,16.6
31531,big,mailbox,15.75
31532,big,mailbox,13.666666666666666
31533,big,mailbox,14.142857142857142
31534,big,mailbox,14.0
31535,big,mailbox,15.88888888888889
31536,big,mailbox,10.857142857142858
31537,big,mailbox,15.222222222222221
31538,big,mailbox,13.0
31539,big,mailbox,13.555555555555555
31540,big,mailbox,14.571428571428571
31541,big,mailbox,18.285714285714285
31542,big,mailbox,11.0
31543,big,mailbox,11.625
31544,big,mailbox,14.1
31545,big,mailbox,17.11111111111111
31546,big,mailbox,10.857142857142858
31547,big,mailbox,10.875
31548,big,mailbox,10.333333333333334
31549,big,mailbox,12.0
31550,big,mailbox,13.25
31551,big,mailbox,14.0
31552,big,mailbox,12.666666666666666
31553,big,mailbox,16.555555555555557
31554,big,mailbox,14.0
31555,big,mailbox,11.0
31556,big,mailbox,14.066666666666666
31557,big,mailbox,13.88888888888889
31558,big,mailbox,13.555555555555555
31559,big,mailbox,15.142857142857142
31560,big,mailbox,16.444444444444443
31561,big,mailbox,17.571428571428573
31562,big,mailbox,16.1
31563,big,mailbox,13.375
31564,big,mailbox,13.11111111111111
31565,big,mailbox,10.833333333333334
31566,big,mailbox,14.416666666666666
31567,big,mailbox,11.428571428571429
31568,big,mailbox,11.285714285714286
31569,big,mailbox,14.0
31570,big,mailbox,14.076923076923077
31571,big,mailbox,9.0
31572,big,mailbox,14.571428571428571
31573,big,mailbox,9.0
31574,big,mailbox,13.555555555555555
31575,big,mailbox,13.625
31576,big,mailbox,15.555555555555555
31577,big,mailbox,14.0
31578,big,mailbox,13.11111111111111
31579,big,mailbox,11.4
31580,big,mailbox,14.555555555555555
31581,big,mailbox,14.1
31582,big,mailbox,15.0
31583,big,mailbox,13.222222222222221
31584,big,mailbox,16.333333333333332
31585,big,mailbox,12.777777777777779
31586,big,mailbox,11.142857142857142
31587,big,mailbox,10.714285714285714
31588,big,mailbox,15.076923076923077
31589,big,mailbox,13.857142857142858
31590,big,mailbox,14.909090909090908
31591,big,mailbox,12.4
31592,big,mailbox,14.375
31593,big,mailbox,12.571428571428571
31594,big,mailbox,14.363636363636363
31595,big,mailbox,10.571428571428571
31596,big,mailbox,12.0
31597,big,mailbox,16.555555555555557
31598,big,mailbox,13.909090909090908
31599,big,mailbox,11.4
31600,big,mailbox,14.285714285714286
31601,big,mailbox,9.666666666666666
31602,big,mailbox,12.714285714285714
31603,big,mailbox,15.333333333333334
31604,big,mailbox,14.2
31605,big,mailbox,13.666666666666666
31606,big,mailbox,13.0
31607,big,mailbox,10.571428571428571
31608,big,mailbox,13.555555555555555
31609,big,mailbox,9.142857142857142
31610,big,mailbox,13.555555555555555
31611,big,mailbox,14.0
31612,big,mailbox,14.428571428571429
31613,big,mailbox,13.714285714285714
31614,big,mailbox,11.181818181818182
31615,big,mailbox,12.5
31616,big,mailbox,13.3
31617,big,mailbox,12.777777777777779
31618,big,mailbox,12.777777777777779
31619,big,mailbox,12.272727272727273
31620,big,mailbox,12.666666666666666
31621,big,mailbox,12.0
31622,big,mailbox,12.714285714285714
31623,big,mailbox,14.857142857142858
31624,big,mailbox,14.0
31625,big,mailbox,17.285714285714285
31626,big,mailbox,12.11111111111111
31627,big,mailbox,11.75
31628,big,mailbox,10.857142857142858
31629,big,mailbox,13.375
31630,big,mailbox,11.363636363636363
31631,big,mailbox,14.857142857142858
31632,big,mailbox,15.363636363636363
31633,big,mailbox,14.428571428571429
