block,RT,image,position,response,order,environment,condition,location,binary,label
1,585,soap18,8,-1,1,soap,a,indoor,0,soap
2,464,soap24,2,1,1,soap,a,indoor,1,soap
3,683,soap03,23,-1,1,soap,a,indoor,0,soap
4,648,soap09,17,-1,1,soap,a,indoor,0,soap
5,655,soap05,21,-1,1,soap,a,indoor,0,soap
6,723,microwave10,16,-1,1,microwave,a,indoor,0,microwave
7,900,microwave21,5,1,1,microwave,a,indoor,1,microwave
8,663,microwave23,3,1,1,microwave,a,indoor,1,microwave
9,559,microwave02,24,-1,1,microwave,a,indoor,0,microwave
10,820,microwave08,18,-1,1,microwave,a,indoor,0,microwave
11,429,lamp14,12,-1,1,lamp,a,indoor,0,lamp
12,662,lamp04,22,-1,1,lamp,a,indoor,0,lamp
13,1177,lamp25,1,1,1,lamp,a,indoor,1,lamp
14,1109,lamp20,6,-1,1,lamp,a,indoor,0,lamp
15,594,lamp15,11,-1,1,lamp,a,indoor,0,lamp
16,1092,firealarm22,4,1,1,firealarm,a,indoor,1,firealarm
17,511,firealarm12,14,-1,1,firealarm,a,indoor,0,firealarm
18,333,firealarm07,19,1,1,firealarm,a,indoor,1,firealarm
19,1146,firealarm19,7,1,1,firealarm,a,indoor,1,firealarm
20,698,firealarm01,25,-1,1,firealarm,a,indoor,0,firealarm
21,690,candle11,15,-1,1,candle,a,indoor,0,candle
22,984,candle17,9,-1,1,candle,a,indoor,0,candle
23,711,candle06,20,-1,1,candle,a,indoor,0,candle
24,1614,candle16,10,1,1,candle,a,indoor,1,candle
25,816,candle13,13,-1,1,candle,a,indoor,0,candle
26,1280,vase25,1,1,1,vase,a,indoor,1,vase
27,1184,vase17,9,1,1,vase,a,indoor,1,vase
28,1270,vase21,5,-1,1,vase,a,indoor,0,vase
29,599,vase22,4,-1,1,vase,a,indoor,0,vase
30,1862,vase04,22,1,1,vase,a,indoor,1,vase
31,704,kettle12,14,-1,1,kettle,a,indoor,0,kettle
32,540,kettle19,7,-1,1,kettle,a,indoor,0,kettle
33,447,kettle23,3,1,1,kettle,a,indoor,1,kettle
34,459,kettle03,23,-1,1,kettle,a,indoor,0,kettle
35,831,kettle01,25,-1,1,kettle,a,indoor,0,kettle
36,1119,dvdplayer11,15,-1,1,dvdplayer,a,indoor,0,dvdplayer
37,453,dvdplayer20,6,1,1,dvdplayer,a,indoor,1,dvdplayer
38,1268,dvdplayer13,13,-1,1,dvdplayer,a,indoor,0,dvdplayer
39,696,dvdplayer02,24,-1,1,dvdplayer,a,indoor,0,dvdplayer
40,553,dvdplayer05,21,-1,1,dvdplayer,a,indoor,0,dvdplayer
41,619,mouse14,12,1,1,mouse,a,indoor,1,mouse
42,547,mouse24,2,1,1,mouse,a,indoor,1,mouse
43,769,mouse09,17,-1,1,mouse,a,indoor,0,mouse
44,1220,mouse10,16,-1,1,mouse,a,indoor,0,mouse
45,759,mouse06,20,-1,1,mouse,a,indoor,0,mouse
46,618,pottedplant16,10,1,1,pottedplant,a,indoor,1,pottedplant
47,1688,pottedplant18,8,-1,1,pottedplant,a,indoor,0,pottedplant
48,664,pottedplant07,19,-1,1,pottedplant,a,indoor,0,pottedplant
49,699,pottedplant15,11,1,1,pottedplant,a,indoor,1,pottedplant
50,563,pottedplant08,18,-1,1,pottedplant,a,indoor,0,pottedplant
51,767,pitchfork20,6,1,1,pitchfork,a,outdoor,1,pitchfork
52,1771,pitchfork04,22,1,1,pitchfork,a,outdoor,1,pitchfork
53,478,pitchfork22,4,1,1,pitchfork,a,outdoor,1,pitchfork
54,751,pitchfork18,8,-1,1,pitchfork,a,outdoor,0,pitchfork
55,627,pitchfork09,17,1,1,pitchfork,a,outdoor,1,pitchfork
56,460,bird15,11,-1,1,bird,a,outdoor,0,bird
57,532,bird19,7,-1,1,bird,a,outdoor,0,bird
58,520,bird01,25,-1,1,bird,a,outdoor,0,bird
59,1275,bird23,3,-1,1,bird,a,outdoor,0,bird
60,468,bird08,18,-1,1,bird,a,outdoor,0,bird
61,604,mailbox14,12,-1,1,mailbox,a,outdoor,0,mailbox
62,841,mailbox06,20,-1,1,mailbox,a,outdoor,0,mailbox
63,413,mailbox11,15,-1,1,mailbox,a,outdoor,0,mailbox
64,564,mailbox12,14,-1,1,mailbox,a,outdoor,0,mailbox
65,1009,mailbox21,5,-1,1,mailbox,a,outdoor,0,mailbox
66,668,frog24,2,-1,1,frog,a,outdoor,0,frog
67,1361,frog16,10,-1,1,frog,a,outdoor,0,frog
68,1676,frog05,21,1,1,frog,a,outdoor,1,frog
69,2109,frog25,1,1,1,frog,a,outdoor,1,frog
70,1229,frog03,23,-1,1,frog,a,outdoor,0,frog
71,852,cactus07,19,-1,1,cactus,a,outdoor,0,cactus
72,460,cactus13,13,-1,1,cactus,a,outdoor,0,cactus
73,391,cactus10,16,-1,1,cactus,a,outdoor,0,cactus
74,1511,cactus17,9,-1,1,cactus,a,outdoor,0,cactus
75,519,cactus02,24,-1,1,cactus,a,outdoor,0,cactus
76,602,bottle22,4,1,1,bottle,a,outdoor,1,bottle
77,449,bottle24,2,-1,1,bottle,a,outdoor,0,bottle
78,988,bottle03,23,-1,1,bottle,a,outdoor,0,bottle
79,740,bottle25,1,1,1,bottle,a,outdoor,1,bottle
80,363,bottle06,20,-1,1,bottle,a,outdoor,0,bottle
81,642,ashtray17,9,-1,1,ashtray,a,outdoor,0,ashtray
82,490,ashtray09,17,-1,1,ashtray,a,outdoor,0,ashtray
83,742,ashtray01,25,-1,1,ashtray,a,outdoor,0,ashtray
84,315,ashtray12,14,-1,1,ashtray,a,outdoor,0,ashtray
85,638,ashtray08,18,-1,1,ashtray,a,outdoor,0,ashtray
86,1521,mug07,19,-1,1,mug,a,outdoor,0,mug
87,492,mug13,13,-1,1,mug,a,outdoor,0,mug
88,641,mug18,8,-1,1,mug,a,outdoor,0,mug
89,475,mug16,10,-1,1,mug,a,outdoor,0,mug
90,537,mug04,22,-1,1,mug,a,outdoor,0,mug
91,624,axe10,16,-1,1,axe,a,outdoor,0,axe
92,662,axe11,15,1,1,axe,a,outdoor,1,axe
93,753,axe05,21,-1,1,axe,a,outdoor,0,axe
94,513,axe02,24,-1,1,axe,a,outdoor,0,axe
95,406,axe15,11,-1,1,axe,a,outdoor,0,axe
96,905,package23,3,1,1,package,a,outdoor,1,package
97,1471,package21,5,1,1,package,a,outdoor,1,package
98,864,package19,7,-1,1,package,a,outdoor,0,package
99,907,package14,12,-1,1,package,a,outdoor,0,package
100,665,package20,6,1,1,package,a,outdoor,1,package
1,260,soap18,8,-1,1,soap,a,indoor,0,soap
2,413,soap24,2,1,1,soap,a,indoor,1,soap
3,361,soap03,23,-1,1,soap,a,indoor,0,soap
4,362,soap09,17,-1,1,soap,a,indoor,0,soap
5,174,soap05,21,-1,1,soap,a,indoor,0,soap
6,436,microwave10,16,-1,1,microwave,a,indoor,0,microwave
7,624,microwave21,5,1,1,microwave,a,indoor,1,microwave
8,600,microwave23,3,1,1,microwave,a,indoor,1,microwave
9,393,microwave02,24,-1,1,microwave,a,indoor,0,microwave
10,409,microwave08,18,1,1,microwave,a,indoor,1,microwave
11,221,lamp14,12,1,1,lamp,a,indoor,1,lamp
12,396,lamp04,22,1,1,lamp,a,indoor,1,lamp
13,1618,lamp25,1,1,1,lamp,a,indoor,1,lamp
14,597,lamp20,6,1,1,lamp,a,indoor,1,lamp
15,542,lamp15,11,1,1,lamp,a,indoor,1,lamp
16,446,firealarm22,4,-1,1,firealarm,a,indoor,0,firealarm
17,326,firealarm12,14,1,1,firealarm,a,indoor,1,firealarm
18,311,firealarm07,19,1,1,firealarm,a,indoor,1,firealarm
19,320,firealarm19,7,-1,1,firealarm,a,indoor,0,firealarm
20,240,firealarm01,25,-1,1,firealarm,a,indoor,0,firealarm
21,402,candle11,15,-1,1,candle,a,indoor,0,candle
22,301,candle17,9,-1,1,candle,a,indoor,0,candle
23,224,candle06,20,-1,1,candle,a,indoor,0,candle
24,768,candle16,10,-1,1,candle,a,indoor,0,candle
25,1174,candle13,13,-1,1,candle,a,indoor,0,candle
26,235,vase25,1,1,1,vase,a,indoor,1,vase
27,778,vase17,9,-1,1,vase,a,indoor,0,vase
28,371,vase21,5,1,1,vase,a,indoor,1,vase
29,515,vase22,4,1,1,vase,a,indoor,1,vase
30,605,vase04,22,-1,1,vase,a,indoor,0,vase
31,341,kettle12,14,-1,1,kettle,a,indoor,0,kettle
32,379,kettle19,7,1,1,kettle,a,indoor,1,kettle
33,349,kettle23,3,1,1,kettle,a,indoor,1,kettle
34,329,kettle03,23,-1,1,kettle,a,indoor,0,kettle
35,490,kettle01,25,-1,1,kettle,a,indoor,0,kettle
36,717,dvdplayer11,15,1,1,dvdplayer,a,indoor,1,dvdplayer
37,603,dvdplayer20,6,-1,1,dvdplayer,a,indoor,0,dvdplayer
38,549,dvdplayer13,13,-1,1,dvdplayer,a,indoor,0,dvdplayer
39,787,dvdplayer02,24,-1,1,dvdplayer,a,indoor,0,dvdplayer
40,447,dvdplayer05,21,-1,1,dvdplayer,a,indoor,0,dvdplayer
41,322,mouse14,12,-1,1,mouse,a,indoor,0,mouse
42,666,mouse24,2,1,1,mouse,a,indoor,1,mouse
43,325,mouse09,17,-1,1,mouse,a,indoor,0,mouse
44,721,mouse10,16,-1,1,mouse,a,indoor,0,mouse
45,500,mouse06,20,-1,1,mouse,a,indoor,0,mouse
46,728,pottedplant16,10,1,1,pottedplant,a,indoor,1,pottedplant
47,26,pottedplant18,8,1,1,pottedplant,a,indoor,1,pottedplant
48,481,pottedplant07,19,-1,1,pottedplant,a,indoor,0,pottedplant
49,312,pottedplant15,11,-1,1,pottedplant,a,indoor,0,pottedplant
50,809,pottedplant08,18,1,1,pottedplant,a,indoor,1,pottedplant
51,408,pitchfork20,6,1,1,pitchfork,a,outdoor,1,pitchfork
52,375,pitchfork04,22,-1,1,pitchfork,a,outdoor,0,pitchfork
53,607,pitchfork22,4,-1,1,pitchfork,a,outdoor,0,pitchfork
54,396,pitchfork18,8,1,1,pitchfork,a,outdoor,1,pitchfork
55,285,pitchfork09,17,1,1,pitchfork,a,outdoor,1,pitchfork
56,768,bird15,11,-1,1,bird,a,outdoor,0,bird
57,226,bird19,7,-1,1,bird,a,outdoor,0,bird
58,934,bird01,25,1,1,bird,a,outdoor,1,bird
59,550,bird23,3,1,1,bird,a,outdoor,1,bird
60,266,bird08,18,-1,1,bird,a,outdoor,0,bird
61,277,mailbox14,12,-1,1,mailbox,a,outdoor,0,mailbox
62,274,mailbox06,20,-1,1,mailbox,a,outdoor,0,mailbox
63,431,mailbox11,15,-1,1,mailbox,a,outdoor,0,mailbox
64,491,mailbox12,14,-1,1,mailbox,a,outdoor,0,mailbox
65,498,mailbox21,5,1,1,mailbox,a,outdoor,1,mailbox
66,321,frog24,2,1,1,frog,a,outdoor,1,frog
67,739,frog16,10,1,1,frog,a,outdoor,1,frog
68,558,frog05,21,-1,1,frog,a,outdoor,0,frog
69,305,frog25,1,1,1,frog,a,outdoor,1,frog
70,1397,frog03,23,-1,1,frog,a,outdoor,0,frog
71,412,cactus07,19,-1,1,cactus,a,outdoor,0,cactus
72,629,cactus13,13,1,1,cactus,a,outdoor,1,cactus
73,1025,cactus10,16,-1,1,cactus,a,outdoor,0,cactus
74,377,cactus17,9,1,1,cactus,a,outdoor,1,cactus
75,357,cactus02,24,1,1,cactus,a,outdoor,1,cactus
76,540,bottle22,4,-1,1,bottle,a,outdoor,0,bottle
77,383,bottle24,2,1,1,bottle,a,outdoor,1,bottle
78,462,bottle03,23,-1,1,bottle,a,outdoor,0,bottle
79,389,bottle25,1,-1,1,bottle,a,outdoor,0,bottle
80,414,bottle06,20,-1,1,bottle,a,outdoor,0,bottle
81,363,ashtray17,9,1,1,ashtray,a,outdoor,1,ashtray
82,407,ashtray09,17,-1,1,ashtray,a,outdoor,0,ashtray
83,277,ashtray01,25,-1,1,ashtray,a,outdoor,0,ashtray
84,476,ashtray12,14,-1,1,ashtray,a,outdoor,0,ashtray
85,539,ashtray08,18,-1,1,ashtray,a,outdoor,0,ashtray
86,310,mug07,19,-1,1,mug,a,outdoor,0,mug
87,659,mug13,13,1,1,mug,a,outdoor,1,mug
88,358,mug18,8,-1,1,mug,a,outdoor,0,mug
89,424,mug16,10,-1,1,mug,a,outdoor,0,mug
90,303,mug04,22,-1,1,mug,a,outdoor,0,mug
91,299,axe10,16,1,1,axe,a,outdoor,1,axe
92,429,axe11,15,1,1,axe,a,outdoor,1,axe
93,390,axe05,21,1,1,axe,a,outdoor,1,axe
94,472,axe02,24,-1,1,axe,a,outdoor,0,axe
95,312,axe15,11,1,1,axe,a,outdoor,1,axe
96,450,package23,3,1,1,package,a,outdoor,1,package
97,451,package21,5,1,1,package,a,outdoor,1,package
98,360,package19,7,-1,1,package,a,outdoor,0,package
99,504,package14,12,1,1,package,a,outdoor,1,package
100,402,package20,6,-1,1,package,a,outdoor,0,package
1,374,soap18,8,-1,1,soap,a,indoor,0,soap
2,879,soap24,2,1,1,soap,a,indoor,1,soap
3,251,soap03,23,-1,1,soap,a,indoor,0,soap
4,375,soap09,17,-1,1,soap,a,indoor,0,soap
5,710,soap05,21,-1,1,soap,a,indoor,0,soap
6,685,microwave10,16,1,1,microwave,a,indoor,1,microwave
7,902,microwave21,5,1,1,microwave,a,indoor,1,microwave
8,772,microwave23,3,1,1,microwave,a,indoor,1,microwave
9,212,microwave02,24,-1,1,microwave,a,indoor,0,microwave
10,915,microwave08,18,-1,1,microwave,a,indoor,0,microwave
11,441,lamp14,12,-1,1,lamp,a,indoor,0,lamp
12,506,lamp04,22,-1,1,lamp,a,indoor,0,lamp
13,332,lamp25,1,1,1,lamp,a,indoor,1,lamp
14,1159,lamp20,6,1,1,lamp,a,indoor,1,lamp
15,452,lamp15,11,1,1,lamp,a,indoor,1,lamp
16,1703,firealarm22,4,-1,1,firealarm,a,indoor,0,firealarm
17,304,firealarm12,14,-1,1,firealarm,a,indoor,0,firealarm
18,1090,firealarm07,19,-1,1,firealarm,a,indoor,0,firealarm
19,648,firealarm19,7,-1,1,firealarm,a,indoor,0,firealarm
20,674,firealarm01,25,-1,1,firealarm,a,indoor,0,firealarm
21,642,candle11,15,-1,1,candle,a,indoor,0,candle
22,317,candle17,9,-1,1,candle,a,indoor,0,candle
23,303,candle06,20,-1,1,candle,a,indoor,0,candle
24,221,candle16,10,-1,1,candle,a,indoor,0,candle
25,312,candle13,13,-1,1,candle,a,indoor,0,candle
26,810,vase25,1,1,1,vase,a,indoor,1,vase
27,322,vase17,9,-1,1,vase,a,indoor,0,vase
28,488,vase21,5,1,1,vase,a,indoor,1,vase
29,285,vase22,4,1,1,vase,a,indoor,1,vase
30,605,vase04,22,-1,1,vase,a,indoor,0,vase
31,262,kettle12,14,-1,1,kettle,a,indoor,0,kettle
32,599,kettle19,7,-1,1,kettle,a,indoor,0,kettle
33,1209,kettle23,3,-1,1,kettle,a,indoor,0,kettle
34,414,kettle03,23,-1,1,kettle,a,indoor,0,kettle
35,688,kettle01,25,-1,1,kettle,a,indoor,0,kettle
36,286,dvdplayer11,15,-1,1,dvdplayer,a,indoor,0,dvdplayer
37,792,dvdplayer20,6,1,1,dvdplayer,a,indoor,1,dvdplayer
38,1042,dvdplayer13,13,-1,1,dvdplayer,a,indoor,0,dvdplayer
39,188,dvdplayer02,24,-1,1,dvdplayer,a,indoor,0,dvdplayer
40,1314,dvdplayer05,21,-1,1,dvdplayer,a,indoor,0,dvdplayer
41,494,mouse14,12,-1,1,mouse,a,indoor,0,mouse
42,1380,mouse24,2,-1,1,mouse,a,indoor,0,mouse
43,476,mouse09,17,-1,1,mouse,a,indoor,0,mouse
44,354,mouse10,16,-1,1,mouse,a,indoor,0,mouse
45,1367,mouse06,20,-1,1,mouse,a,indoor,0,mouse
46,724,pottedplant16,10,-1,1,pottedplant,a,indoor,0,pottedplant
47,428,pottedplant18,8,1,1,pottedplant,a,indoor,1,pottedplant
48,248,pottedplant07,19,-1,1,pottedplant,a,indoor,0,pottedplant
49,313,pottedplant15,11,-1,1,pottedplant,a,indoor,0,pottedplant
50,306,pottedplant08,18,-1,1,pottedplant,a,indoor,0,pottedplant
51,1284,pitchfork20,6,-1,1,pitchfork,a,outdoor,0,pitchfork
52,818,pitchfork04,22,1,1,pitchfork,a,outdoor,1,pitchfork
53,785,pitchfork22,4,1,1,pitchfork,a,outdoor,1,pitchfork
54,611,pitchfork18,8,-1,1,pitchfork,a,outdoor,0,pitchfork
55,494,pitchfork09,17,-1,1,pitchfork,a,outdoor,0,pitchfork
56,471,bird15,11,-1,1,bird,a,outdoor,0,bird
57,1058,bird19,7,-1,1,bird,a,outdoor,0,bird
58,436,bird01,25,-1,1,bird,a,outdoor,0,bird
59,394,bird23,3,-1,1,bird,a,outdoor,0,bird
60,1554,bird08,18,1,1,bird,a,outdoor,1,bird
61,1305,mailbox14,12,-1,1,mailbox,a,outdoor,0,mailbox
62,298,mailbox06,20,-1,1,mailbox,a,outdoor,0,mailbox
63,602,mailbox11,15,-1,1,mailbox,a,outdoor,0,mailbox
64,1032,mailbox12,14,-1,1,mailbox,a,outdoor,0,mailbox
65,904,mailbox21,5,1,1,mailbox,a,outdoor,1,mailbox
66,579,frog24,2,1,1,frog,a,outdoor,1,frog
67,288,frog16,10,1,1,frog,a,outdoor,1,frog
68,1185,frog05,21,-1,1,frog,a,outdoor,0,frog
69,312,frog25,1,1,1,frog,a,outdoor,1,frog
70,1962,frog03,23,-1,1,frog,a,outdoor,0,frog
71,1874,cactus07,19,-1,1,cactus,a,outdoor,0,cactus
72,864,cactus13,13,1,1,cactus,a,outdoor,1,cactus
73,501,cactus10,16,1,1,cactus,a,outdoor,1,cactus
74,482,cactus17,9,-1,1,cactus,a,outdoor,0,cactus
75,318,cactus02,24,1,1,cactus,a,outdoor,1,cactus
76,648,bottle22,4,1,1,bottle,a,outdoor,1,bottle
77,310,bottle24,2,1,1,bottle,a,outdoor,1,bottle
78,523,bottle03,23,-1,1,bottle,a,outdoor,0,bottle
79,518,bottle25,1,1,1,bottle,a,outdoor,1,bottle
80,487,bottle06,20,-1,1,bottle,a,outdoor,0,bottle
81,292,ashtray17,9,-1,1,ashtray,a,outdoor,0,ashtray
82,1064,ashtray09,17,-1,1,ashtray,a,outdoor,0,ashtray
83,388,ashtray01,25,-1,1,ashtray,a,outdoor,0,ashtray
84,316,ashtray12,14,-1,1,ashtray,a,outdoor,0,ashtray
85,488,ashtray08,18,-1,1,ashtray,a,outdoor,0,ashtray
86,1782,mug07,19,1,1,mug,a,outdoor,1,mug
87,401,mug13,13,-1,1,mug,a,outdoor,0,mug
88,648,mug18,8,1,1,mug,a,outdoor,1,mug
89,344,mug16,10,-1,1,mug,a,outdoor,0,mug
90,464,mug04,22,-1,1,mug,a,outdoor,0,mug
91,610,axe10,16,-1,1,axe,a,outdoor,0,axe
92,367,axe11,15,-1,1,axe,a,outdoor,0,axe
93,412,axe05,21,-1,1,axe,a,outdoor,0,axe
94,773,axe02,24,1,1,axe,a,outdoor,1,axe
95,717,axe15,11,1,1,axe,a,outdoor,1,axe
96,1194,package23,3,1,1,package,a,outdoor,1,package
97,589,package21,5,1,1,package,a,outdoor,1,package
98,373,package19,7,1,1,package,a,outdoor,1,package
99,279,package14,12,-1,1,package,a,outdoor,0,package
100,539,package20,6,-1,1,package,a,outdoor,0,package
1,2053,soap18,8,1,1,soap,a,indoor,1,soap
2,598,soap24,2,1,1,soap,a,indoor,1,soap
3,817,soap03,23,-1,1,soap,a,indoor,0,soap
4,1151,soap09,17,1,1,soap,a,indoor,1,soap
5,978,soap05,21,1,1,soap,a,indoor,1,soap
6,738,microwave10,16,1,1,microwave,a,indoor,1,microwave
7,785,microwave21,5,-1,1,microwave,a,indoor,0,microwave
8,684,microwave23,3,1,1,microwave,a,indoor,1,microwave
9,299,microwave02,24,1,1,microwave,a,indoor,1,microwave
10,1450,microwave08,18,-1,1,microwave,a,indoor,0,microwave
11,474,lamp14,12,1,1,lamp,a,indoor,1,lamp
12,404,lamp04,22,1,1,lamp,a,indoor,1,lamp
13,187,lamp25,1,1,1,lamp,a,indoor,1,lamp
14,257,lamp20,6,1,1,lamp,a,indoor,1,lamp
15,917,lamp15,11,-1,1,lamp,a,indoor,0,lamp
16,325,firealarm22,4,1,1,firealarm,a,indoor,1,firealarm
17,230,firealarm12,14,1,1,firealarm,a,indoor,1,firealarm
18,552,firealarm07,19,1,1,firealarm,a,indoor,1,firealarm
19,2770,firealarm19,7,1,1,firealarm,a,indoor,1,firealarm
20,721,firealarm01,25,-1,1,firealarm,a,indoor,0,firealarm
21,1140,candle11,15,1,1,candle,a,indoor,1,candle
22,458,candle17,9,-1,1,candle,a,indoor,0,candle
23,688,candle06,20,-1,1,candle,a,indoor,0,candle
24,677,candle16,10,1,1,candle,a,indoor,1,candle
25,634,candle13,13,1,1,candle,a,indoor,1,candle
26,518,vase25,1,1,1,vase,a,indoor,1,vase
27,1033,vase17,9,1,1,vase,a,indoor,1,vase
28,365,vase21,5,1,1,vase,a,indoor,1,vase
29,1212,vase22,4,1,1,vase,a,indoor,1,vase
30,568,vase04,22,1,1,vase,a,indoor,1,vase
31,432,kettle12,14,1,1,kettle,a,indoor,1,kettle
32,913,kettle19,7,-1,1,kettle,a,indoor,0,kettle
33,311,kettle23,3,-1,1,kettle,a,indoor,0,kettle
34,1034,kettle03,23,1,1,kettle,a,indoor,1,kettle
35,391,kettle01,25,1,1,kettle,a,indoor,1,kettle
36,849,dvdplayer11,15,-1,1,dvdplayer,a,indoor,0,dvdplayer
37,1318,dvdplayer20,6,1,1,dvdplayer,a,indoor,1,dvdplayer
38,1042,dvdplayer13,13,1,1,dvdplayer,a,indoor,1,dvdplayer
39,673,dvdplayer02,24,1,1,dvdplayer,a,indoor,1,dvdplayer
40,1241,dvdplayer05,21,1,1,dvdplayer,a,indoor,1,dvdplayer
41,225,mouse14,12,-1,1,mouse,a,indoor,0,mouse
42,458,mouse24,2,1,1,mouse,a,indoor,1,mouse
43,527,mouse09,17,1,1,mouse,a,indoor,1,mouse
44,426,mouse10,16,1,1,mouse,a,indoor,1,mouse
45,190,mouse06,20,-1,1,mouse,a,indoor,0,mouse
46,1093,pottedplant16,10,1,1,pottedplant,a,indoor,1,pottedplant
47,549,pottedplant18,8,1,1,pottedplant,a,indoor,1,pottedplant
48,658,pottedplant07,19,1,1,pottedplant,a,indoor,1,pottedplant
49,757,pottedplant15,11,1,1,pottedplant,a,indoor,1,pottedplant
50,742,pottedplant08,18,1,1,pottedplant,a,indoor,1,pottedplant
51,586,pitchfork20,6,1,1,pitchfork,a,outdoor,1,pitchfork
52,291,pitchfork04,22,1,1,pitchfork,a,outdoor,1,pitchfork
53,1208,pitchfork22,4,1,1,pitchfork,a,outdoor,1,pitchfork
54,179,pitchfork18,8,1,1,pitchfork,a,outdoor,1,pitchfork
55,237,pitchfork09,17,1,1,pitchfork,a,outdoor,1,pitchfork
56,1008,bird15,11,1,1,bird,a,outdoor,1,bird
57,141,bird19,7,1,1,bird,a,outdoor,1,bird
58,330,bird01,25,-1,1,bird,a,outdoor,0,bird
59,144,bird23,3,1,1,bird,a,outdoor,1,bird
60,280,bird08,18,1,1,bird,a,outdoor,1,bird
61,193,mailbox14,12,-1,1,mailbox,a,outdoor,0,mailbox
62,1054,mailbox06,20,-1,1,mailbox,a,outdoor,0,mailbox
63,351,mailbox11,15,-1,1,mailbox,a,outdoor,0,mailbox
64,235,mailbox12,14,1,1,mailbox,a,outdoor,1,mailbox
65,237,mailbox21,5,1,1,mailbox,a,outdoor,1,mailbox
66,1306,frog24,2,1,1,frog,a,outdoor,1,frog
67,251,frog16,10,-1,1,frog,a,outdoor,0,frog
68,473,frog05,21,-1,1,frog,a,outdoor,0,frog
69,385,frog25,1,1,1,frog,a,outdoor,1,frog
70,1690,frog03,23,1,1,frog,a,outdoor,1,frog
71,301,cactus07,19,1,1,cactus,a,outdoor,1,cactus
72,346,cactus13,13,1,1,cactus,a,outdoor,1,cactus
73,405,cactus10,16,-1,1,cactus,a,outdoor,0,cactus
74,240,cactus17,9,-1,1,cactus,a,outdoor,0,cactus
75,564,cactus02,24,1,1,cactus,a,outdoor,1,cactus
76,383,bottle22,4,1,1,bottle,a,outdoor,1,bottle
77,515,bottle24,2,1,1,bottle,a,outdoor,1,bottle
78,484,bottle03,23,1,1,bottle,a,outdoor,1,bottle
79,264,bottle25,1,1,1,bottle,a,outdoor,1,bottle
80,1430,bottle06,20,1,1,bottle,a,outdoor,1,bottle
81,1087,ashtray17,9,1,1,ashtray,a,outdoor,1,ashtray
82,177,ashtray09,17,-1,1,ashtray,a,outdoor,0,ashtray
83,342,ashtray01,25,-1,1,ashtray,a,outdoor,0,ashtray
84,291,ashtray12,14,1,1,ashtray,a,outdoor,1,ashtray
85,511,ashtray08,18,1,1,ashtray,a,outdoor,1,ashtray
86,460,mug07,19,-1,1,mug,a,outdoor,0,mug
87,445,mug13,13,-1,1,mug,a,outdoor,0,mug
88,1138,mug18,8,1,1,mug,a,outdoor,1,mug
89,992,mug16,10,1,1,mug,a,outdoor,1,mug
90,797,mug04,22,-1,1,mug,a,outdoor,0,mug
91,532,axe10,16,1,1,axe,a,outdoor,1,axe
92,172,axe11,15,1,1,axe,a,outdoor,1,axe
93,180,axe05,21,1,1,axe,a,outdoor,1,axe
94,311,axe02,24,-1,1,axe,a,outdoor,0,axe
95,335,axe15,11,1,1,axe,a,outdoor,1,axe
96,263,package23,3,1,1,package,a,outdoor,1,package
97,170,package21,5,1,1,package,a,outdoor,1,package
98,267,package19,7,1,1,package,a,outdoor,1,package
99,259,package14,12,1,1,package,a,outdoor,1,package
100,192,package20,6,1,1,package,a,outdoor,1,package
1,567,soap18,8,-1,1,soap,a,indoor,0,soap
2,827,soap24,2,1,1,soap,a,indoor,1,soap
3,67,soap03,23,-1,1,soap,a,indoor,0,soap
4,937,soap09,17,1,1,soap,a,indoor,1,soap
5,470,soap05,21,-1,1,soap,a,indoor,0,soap
6,793,microwave10,16,-1,1,microwave,a,indoor,0,microwave
7,1287,microwave21,5,1,1,microwave,a,indoor,1,microwave
8,1605,microwave23,3,-1,1,microwave,a,indoor,0,microwave
9,1240,microwave02,24,-1,1,microwave,a,indoor,0,microwave
10,513,microwave08,18,-1,1,microwave,a,indoor,0,microwave
11,1254,lamp14,12,-1,1,lamp,a,indoor,0,lamp
12,543,lamp04,22,-1,1,lamp,a,indoor,0,lamp
13,904,lamp25,1,1,1,lamp,a,indoor,1,lamp
15,1473,lamp15,11,-1,1,lamp,a,indoor,0,lamp
18,1536,firealarm07,19,1,1,firealarm,a,indoor,1,firealarm
19,1829,firealarm19,7,1,1,firealarm,a,indoor,1,firealarm
20,477,firealarm01,25,-1,1,firealarm,a,indoor,0,firealarm
21,1258,candle11,15,-1,1,candle,a,indoor,0,candle
22,2222,candle17,9,-1,1,candle,a,indoor,0,candle
23,548,candle06,20,-1,1,candle,a,indoor,0,candle
24,2717,candle16,10,-1,1,candle,a,indoor,0,candle
25,1038,candle13,13,-1,1,candle,a,indoor,0,candle
26,1877,vase25,1,1,1,vase,a,indoor,1,vase
28,651,vase21,5,-1,1,vase,a,indoor,0,vase
29,425,vase22,4,1,1,vase,a,indoor,1,vase
30,1161,vase04,22,-1,1,vase,a,indoor,0,vase
31,383,kettle12,14,-1,1,kettle,a,indoor,0,kettle
33,401,kettle23,3,1,1,kettle,a,indoor,1,kettle
34,688,kettle03,23,-1,1,kettle,a,indoor,0,kettle
35,1122,kettle01,25,1,1,kettle,a,indoor,1,kettle
37,1124,dvdplayer20,6,-1,1,dvdplayer,a,indoor,0,dvdplayer
38,332,dvdplayer13,13,-1,1,dvdplayer,a,indoor,0,dvdplayer
