block,RT,image,position,response,order,environment,condition,location,binary,label
7,1439,microwave13,13,1,3,microwave,b,indoor,1,orange
8,847,microwave18,8,-1,3,microwave,b,indoor,0,orange
9,386,microwave14,12,1,3,microwave,b,indoor,1,orange
10,2344,microwave06,20,1,3,microwave,b,indoor,1,orange
11,1024,lamp12,14,-1,3,lamp,b,indoor,0,window
12,334,lamp08,18,-1,3,lamp,b,indoor,0,window
13,1406,lamp01,25,-1,3,lamp,b,indoor,0,window
14,102,lamp23,3,-1,3,lamp,b,indoor,0,window
15,362,lamp21,5,-1,3,lamp,b,indoor,0,window
16,1117,firealarm11,15,-1,3,firealarm,b,indoor,0,chalkboard
17,226,firealarm15,11,-1,3,firealarm,b,indoor,0,chalkboard
18,665,firealarm24,2,-1,3,firealarm,b,indoor,0,chalkboard
19,424,firealarm03,23,-1,3,firealarm,b,indoor,0,chalkboard
20,416,firealarm02,24,-1,3,firealarm,b,indoor,0,chalkboard
21,1122,candle23,3,-1,3,candle,b,indoor,0,clock
22,255,candle09,17,-1,3,candle,b,indoor,0,clock
23,425,candle01,25,-1,3,candle,b,indoor,0,clock
24,386,candle25,1,1,3,candle,b,indoor,1,clock
25,271,candle07,19,-1,3,candle,b,indoor,0,clock
26,399,vase13,13,-1,3,vase,b,indoor,0,pedestal
27,2231,vase03,23,1,3,vase,b,indoor,1,pedestal
28,2132,vase19,7,1,3,vase,b,indoor,1,pedestal
29,804,vase05,21,-1,3,vase,b,indoor,0,pedestal
30,2009,vase14,12,-1,3,vase,b,indoor,0,pedestal
31,638,kettle18,8,-1,3,kettle,b,indoor,0,stove
32,331,kettle15,11,-1,3,kettle,b,indoor,0,stove
33,1642,kettle10,16,-1,3,kettle,b,indoor,0,stove
34,604,kettle20,6,-1,3,kettle,b,indoor,0,stove
35,1404,kettle11,15,1,3,kettle,b,indoor,1,stove
36,245,dvdplayer23,3,-1,3,dvdplayer,b,indoor,0,remote
37,324,dvdplayer12,14,-1,3,dvdplayer,b,indoor,0,remote
38,1357,dvdplayer04,22,-1,3,dvdplayer,b,indoor,0,remote
39,711,dvdplayer16,10,-1,3,dvdplayer,b,indoor,0,remote
40,1381,dvdplayer21,5,-1,3,dvdplayer,b,indoor,0,remote
41,1213,mouse08,18,1,3,mouse,b,indoor,1,keyboard
42,665,mouse22,4,-1,3,mouse,b,indoor,0,keyboard
43,1204,mouse17,9,1,3,mouse,b,indoor,1,keyboard
44,135,mouse04,22,-1,3,mouse,b,indoor,0,keyboard
45,768,mouse16,10,-1,3,mouse,b,indoor,0,keyboard
46,680,pottedplant02,24,-1,3,pottedplant,b,indoor,0,television
47,335,pottedplant12,14,-1,3,pottedplant,b,indoor,0,television
48,2529,pottedplant24,2,1,3,pottedplant,b,indoor,1,television
49,556,pottedplant05,21,-1,3,pottedplant,b,indoor,0,television
50,130,pottedplant06,20,-1,3,pottedplant,b,indoor,0,television
51,306,pitchfork19,7,-1,3,pitchfork,b,outdoor,0,barn
52,367,pitchfork10,16,-1,3,pitchfork,b,outdoor,0,barn
53,332,pitchfork07,19,-1,3,pitchfork,b,outdoor,0,barn
54,281,pitchfork03,23,-1,3,pitchfork,b,outdoor,0,barn
55,289,pitchfork21,5,-1,3,pitchfork,b,outdoor,0,barn
56,344,bird18,8,1,3,bird,b,outdoor,1,picnictable
57,984,bird25,1,-1,3,bird,b,outdoor,0,picnictable
58,325,bird11,15,-1,3,bird,b,outdoor,0,picnictable
59,372,bird05,21,-1,3,bird,b,outdoor,0,picnictable
60,1076,bird16,10,-1,3,bird,b,outdoor,0,picnictable
61,765,mailbox19,7,-1,3,mailbox,b,outdoor,0,house
62,1258,mailbox17,9,1,3,mailbox,b,outdoor,1,house
63,1605,mailbox22,4,-1,3,mailbox,b,outdoor,0,house
64,278,mailbox13,13,-1,3,mailbox,b,outdoor,0,house
65,598,mailbox18,8,-1,3,mailbox,b,outdoor,0,house
66,223,frog20,6,1,3,frog,b,outdoor,1,bridge
67,39,frog14,12,-1,3,frog,b,outdoor,0,bridge
68,191,frog09,17,1,3,frog,b,outdoor,1,bridge
69,1717,frog08,18,-1,3,frog,b,outdoor,0,bridge
70,386,frog23,3,1,3,frog,b,outdoor,1,bridge
71,205,cactus12,14,-1,3,cactus,b,outdoor,0,car
72,387,cactus04,22,-1,3,cactus,b,outdoor,0,car
73,551,cactus11,15,-1,3,cactus,b,outdoor,0,car
74,438,cactus01,25,-1,3,cactus,b,outdoor,0,car
75,382,cactus14,12,-1,3,cactus,b,outdoor,0,car
76,316,bottle20,6,1,3,bottle,b,outdoor,1,flower
77,303,bottle12,14,-1,3,bottle,b,outdoor,0,flower
78,778,bottle04,22,1,3,bottle,b,outdoor,1,flower
79,273,bottle16,10,-1,3,bottle,b,outdoor,0,flower
80,984,bottle15,11,-1,3,bottle,b,outdoor,0,flower
81,556,ashtray11,15,-1,3,ashtray,b,outdoor,0,table
82,538,ashtray19,7,-1,3,ashtray,b,outdoor,0,table
83,721,ashtray02,24,-1,3,ashtray,b,outdoor,0,table
84,310,ashtray10,16,-1,3,ashtray,b,outdoor,0,table
85,391,ashtray24,2,1,3,ashtray,b,outdoor,1,table
86,579,mug21,5,-1,3,mug,b,outdoor,0,gascanister
87,222,mug05,21,-1,3,mug,b,outdoor,0,gascanister
88,224,mug01,25,1,3,mug,b,outdoor,1,gascanister
89,566,mug14,12,1,3,mug,b,outdoor,1,gascanister
90,2746,mug24,2,1,3,mug,b,outdoor,1,gascanister
91,309,axe09,17,-1,3,axe,b,outdoor,0,stump
92,927,axe12,14,1,3,axe,b,outdoor,1,stump
93,759,axe20,6,1,3,axe,b,outdoor,1,stump
94,650,axe23,3,1,3,axe,b,outdoor,1,stump
95,354,axe01,25,1,3,axe,b,outdoor,1,stump
96,675,package02,24,-1,3,package,b,outdoor,0,frontdoor
97,628,package25,1,1,3,package,b,outdoor,1,frontdoor
99,333,package08,18,1,3,package,b,outdoor,1,frontdoor
100,620,package07,19,-1,3,package,b,outdoor,0,frontdoor
1,727,soap16,10,1,3,soap,b,indoor,1,rug
2,522,soap19,7,1,3,soap,b,indoor,1,rug
3,537,soap11,15,-1,3,soap,b,indoor,0,rug
4,417,soap25,1,-1,3,soap,b,indoor,0,rug
5,586,soap17,9,1,3,soap,b,indoor,1,rug
6,482,microwave24,2,1,3,microwave,b,indoor,1,orange
7,345,microwave13,13,-1,3,microwave,b,indoor,0,orange
8,396,microwave18,8,1,3,microwave,b,indoor,1,orange
9,440,microwave14,12,-1,3,microwave,b,indoor,0,orange
10,910,microwave06,20,-1,3,microwave,b,indoor,0,orange
11,470,lamp12,14,1,3,lamp,b,indoor,1,window
12,868,lamp08,18,1,3,lamp,b,indoor,1,window
13,698,lamp01,25,-1,3,lamp,b,indoor,0,window
14,397,lamp23,3,1,3,lamp,b,indoor,1,window
15,478,lamp21,5,1,3,lamp,b,indoor,1,window
16,1300,firealarm11,15,-1,3,firealarm,b,indoor,0,chalkboard
17,500,firealarm15,11,1,3,firealarm,b,indoor,1,chalkboard
18,435,firealarm24,2,1,3,firealarm,b,indoor,1,chalkboard
19,346,firealarm03,23,-1,3,firealarm,b,indoor,0,chalkboard
20,535,firealarm02,24,1,3,firealarm,b,indoor,1,chalkboard
21,1105,candle23,3,-1,3,candle,b,indoor,0,clock
22,631,candle09,17,1,3,candle,b,indoor,1,clock
23,1597,candle01,25,-1,3,candle,b,indoor,0,clock
24,450,candle25,1,1,3,candle,b,indoor,1,clock
25,479,candle07,19,-1,3,candle,b,indoor,0,clock
26,933,vase13,13,-1,3,vase,b,indoor,0,pedestal
27,1456,vase03,23,-1,3,vase,b,indoor,0,pedestal
28,668,vase19,7,1,3,vase,b,indoor,1,pedestal
29,583,vase05,21,-1,3,vase,b,indoor,0,pedestal
30,420,vase14,12,1,3,vase,b,indoor,1,pedestal
31,559,kettle18,8,-1,3,kettle,b,indoor,0,stove
32,1200,kettle15,11,1,3,kettle,b,indoor,1,stove
33,490,kettle10,16,-1,3,kettle,b,indoor,0,stove
34,517,kettle20,6,1,3,kettle,b,indoor,1,stove
35,338,kettle11,15,-1,3,kettle,b,indoor,0,stove
36,335,dvdplayer23,3,-1,3,dvdplayer,b,indoor,0,remote
37,653,dvdplayer12,14,-1,3,dvdplayer,b,indoor,0,remote
38,362,dvdplayer04,22,-1,3,dvdplayer,b,indoor,0,remote
39,421,dvdplayer16,10,-1,3,dvdplayer,b,indoor,0,remote
40,1175,dvdplayer21,5,-1,3,dvdplayer,b,indoor,0,remote
41,636,mouse08,18,-1,3,mouse,b,indoor,0,keyboard
42,988,mouse22,4,-1,3,mouse,b,indoor,0,keyboard
43,532,mouse17,9,1,3,mouse,b,indoor,1,keyboard
44,844,mouse04,22,-1,3,mouse,b,indoor,0,keyboard
45,338,mouse16,10,-1,3,mouse,b,indoor,0,keyboard
46,919,pottedplant02,24,-1,3,pottedplant,b,indoor,0,television
47,320,pottedplant12,14,-1,3,pottedplant,b,indoor,0,television
48,588,pottedplant24,2,-1,3,pottedplant,b,indoor,0,television
49,435,pottedplant05,21,1,3,pottedplant,b,indoor,1,television
50,1547,pottedplant06,20,-1,3,pottedplant,b,indoor,0,television
51,458,pitchfork19,7,1,3,pitchfork,b,outdoor,1,barn
52,426,pitchfork10,16,1,3,pitchfork,b,outdoor,1,barn
53,371,pitchfork07,19,1,3,pitchfork,b,outdoor,1,barn
54,871,pitchfork03,23,1,3,pitchfork,b,outdoor,1,barn
55,553,pitchfork21,5,1,3,pitchfork,b,outdoor,1,barn
56,565,bird18,8,-1,3,bird,b,outdoor,0,picnictable
57,482,bird25,1,-1,3,bird,b,outdoor,0,picnictable
58,343,bird11,15,-1,3,bird,b,outdoor,0,picnictable
59,467,bird05,21,-1,3,bird,b,outdoor,0,picnictable
60,358,bird16,10,-1,3,bird,b,outdoor,0,picnictable
61,450,mailbox19,7,-1,3,mailbox,b,outdoor,0,house
62,567,mailbox17,9,-1,3,mailbox,b,outdoor,0,house
63,597,mailbox22,4,-1,3,mailbox,b,outdoor,0,house
64,431,mailbox13,13,-1,3,mailbox,b,outdoor,0,house
65,580,mailbox18,8,1,3,mailbox,b,outdoor,1,house
66,464,frog20,6,1,3,frog,b,outdoor,1,bridge
67,500,frog14,12,-1,3,frog,b,outdoor,0,bridge
68,375,frog09,17,-1,3,frog,b,outdoor,0,bridge
69,369,frog08,18,1,3,frog,b,outdoor,1,bridge
70,1130,frog23,3,-1,3,frog,b,outdoor,0,bridge
71,805,cactus12,14,-1,3,cactus,b,outdoor,0,car
72,734,cactus04,22,-1,3,cactus,b,outdoor,0,car
73,350,cactus11,15,-1,3,cactus,b,outdoor,0,car
74,356,cactus01,25,-1,3,cactus,b,outdoor,0,car
75,447,cactus14,12,-1,3,cactus,b,outdoor,0,car
76,389,bottle20,6,1,3,bottle,b,outdoor,1,flower
77,656,bottle12,14,1,3,bottle,b,outdoor,1,flower
78,1354,bottle04,22,1,3,bottle,b,outdoor,1,flower
79,642,bottle16,10,-1,3,bottle,b,outdoor,0,flower
80,759,bottle15,11,-1,3,bottle,b,outdoor,0,flower
81,337,ashtray11,15,1,3,ashtray,b,outdoor,1,table
82,366,ashtray19,7,1,3,ashtray,b,outdoor,1,table
83,730,ashtray02,24,1,3,ashtray,b,outdoor,1,table
84,379,ashtray10,16,1,3,ashtray,b,outdoor,1,table
85,433,ashtray24,2,1,3,ashtray,b,outdoor,1,table
86,417,mug21,5,-1,3,mug,b,outdoor,0,gascanister
87,371,mug05,21,-1,3,mug,b,outdoor,0,gascanister
88,956,mug01,25,1,3,mug,b,outdoor,1,gascanister
89,717,mug14,12,1,3,mug,b,outdoor,1,gascanister
90,359,mug24,2,-1,3,mug,b,outdoor,0,gascanister
91,843,axe09,17,-1,3,axe,b,outdoor,0,stump
92,1382,axe12,14,1,3,axe,b,outdoor,1,stump
93,473,axe20,6,1,3,axe,b,outdoor,1,stump
94,320,axe23,3,1,3,axe,b,outdoor,1,stump
95,719,axe01,25,-1,3,axe,b,outdoor,0,stump
96,352,package02,24,-1,3,package,b,outdoor,0,frontdoor
97,938,package25,1,1,3,package,b,outdoor,1,frontdoor
98,339,package13,13,-1,3,package,b,outdoor,0,frontdoor
99,564,package08,18,1,3,package,b,outdoor,1,frontdoor
100,411,package07,19,1,3,package,b,outdoor,1,frontdoor
1,93,soap16,10,1,3,soap,b,indoor,1,rug
2,149,soap19,7,1,3,soap,b,indoor,1,rug
3,1148,soap11,15,-1,3,soap,b,indoor,0,rug
4,221,soap25,1,-1,3,soap,b,indoor,0,rug
5,726,soap17,9,-1,3,soap,b,indoor,0,rug
6,329,microwave24,2,1,3,microwave,b,indoor,1,orange
7,752,microwave13,13,1,3,microwave,b,indoor,1,orange
8,223,microwave18,8,-1,3,microwave,b,indoor,0,orange
9,302,microwave14,12,1,3,microwave,b,indoor,1,orange
10,624,microwave06,20,-1,3,microwave,b,indoor,0,orange
11,496,lamp12,14,1,3,lamp,b,indoor,1,window
12,28,lamp08,18,1,3,lamp,b,indoor,1,window
13,278,lamp01,25,-1,3,lamp,b,indoor,0,window
14,522,lamp23,3,1,3,lamp,b,indoor,1,window
15,4,lamp21,5,1,3,lamp,b,indoor,1,window
16,572,firealarm11,15,-1,3,firealarm,b,indoor,0,chalkboard
17,563,firealarm15,11,1,3,firealarm,b,indoor,1,chalkboard
18,1463,firealarm24,2,1,3,firealarm,b,indoor,1,chalkboard
19,599,firealarm03,23,1,3,firealarm,b,indoor,1,chalkboard
20,138,firealarm02,24,1,3,firealarm,b,indoor,1,chalkboard
21,1019,candle23,3,1,3,candle,b,indoor,1,clock
22,362,candle09,17,-1,3,candle,b,indoor,0,clock
23,305,candle01,25,-1,3,candle,b,indoor,0,clock
24,596,candle25,1,1,3,candle,b,indoor,1,clock
25,409,candle07,19,1,3,candle,b,indoor,1,clock
26,601,vase13,13,1,3,vase,b,indoor,1,pedestal
27,1645,vase03,23,-1,3,vase,b,indoor,0,pedestal
28,301,vase19,7,1,3,vase,b,indoor,1,pedestal
29,2091,vase05,21,-1,3,vase,b,indoor,0,pedestal
30,255,vase14,12,1,3,vase,b,indoor,1,pedestal
31,890,kettle18,8,-1,3,kettle,b,indoor,0,stove
32,528,kettle15,11,1,3,kettle,b,indoor,1,stove
33,213,kettle10,16,-1,3,kettle,b,indoor,0,stove
34,679,kettle20,6,1,3,kettle,b,indoor,1,stove
35,426,kettle11,15,-1,3,kettle,b,indoor,0,stove
36,270,dvdplayer23,3,-1,3,dvdplayer,b,indoor,0,remote
37,683,dvdplayer12,14,1,3,dvdplayer,b,indoor,1,remote
38,702,dvdplayer04,22,1,3,dvdplayer,b,indoor,1,remote
39,308,dvdplayer16,10,1,3,dvdplayer,b,indoor,1,remote
40,159,dvdplayer21,5,1,3,dvdplayer,b,indoor,1,remote
41,941,mouse08,18,1,3,mouse,b,indoor,1,keyboard
42,386,mouse22,4,1,3,mouse,b,indoor,1,keyboard
43,430,mouse17,9,-1,3,mouse,b,indoor,0,keyboard
44,628,mouse04,22,-1,3,mouse,b,indoor,0,keyboard
45,303,mouse16,10,1,3,mouse,b,indoor,1,keyboard
46,747,pottedplant02,24,-1,3,pottedplant,b,indoor,0,television
47,364,pottedplant12,14,-1,3,pottedplant,b,indoor,0,television
48,274,pottedplant24,2,-1,3,pottedplant,b,indoor,0,television
49,215,pottedplant05,21,1,3,pottedplant,b,indoor,1,television
50,56,pottedplant06,20,1,3,pottedplant,b,indoor,1,television
51,1,pitchfork19,7,-1,3,pitchfork,b,outdoor,0,barn
52,227,pitchfork10,16,1,3,pitchfork,b,outdoor,1,barn
53,416,pitchfork07,19,-1,3,pitchfork,b,outdoor,0,barn
54,1212,pitchfork03,23,-1,3,pitchfork,b,outdoor,0,barn
55,182,pitchfork21,5,-1,3,pitchfork,b,outdoor,0,barn
56,457,bird18,8,-1,3,bird,b,outdoor,0,picnictable
57,389,bird25,1,1,3,bird,b,outdoor,1,picnictable
58,316,bird11,15,1,3,bird,b,outdoor,1,picnictable
59,791,bird05,21,1,3,bird,b,outdoor,1,picnictable
60,336,bird16,10,-1,3,bird,b,outdoor,0,picnictable
61,979,mailbox19,7,1,3,mailbox,b,outdoor,1,house
62,344,mailbox17,9,1,3,mailbox,b,outdoor,1,house
64,1376,mailbox13,13,-1,3,mailbox,b,outdoor,0,house
65,693,mailbox18,8,-1,3,mailbox,b,outdoor,0,house
66,83,frog20,6,1,3,frog,b,outdoor,1,bridge
67,409,frog14,12,1,3,frog,b,outdoor,1,bridge
68,72,frog09,17,1,3,frog,b,outdoor,1,bridge
69,373,frog08,18,-1,3,frog,b,outdoor,0,bridge
70,59,frog23,3,-1,3,frog,b,outdoor,0,bridge
71,1078,cactus12,14,-1,3,cactus,b,outdoor,0,car
72,239,cactus04,22,-1,3,cactus,b,outdoor,0,car
73,834,cactus11,15,1,3,cactus,b,outdoor,1,car
74,392,cactus01,25,-1,3,cactus,b,outdoor,0,car
75,39,cactus14,12,1,3,cactus,b,outdoor,1,car
76,273,bottle20,6,1,3,bottle,b,outdoor,1,flower
77,542,bottle12,14,1,3,bottle,b,outdoor,1,flower
78,156,bottle04,22,-1,3,bottle,b,outdoor,0,flower
79,282,bottle16,10,-1,3,bottle,b,outdoor,0,flower
80,454,bottle15,11,1,3,bottle,b,outdoor,1,flower
81,225,ashtray11,15,1,3,ashtray,b,outdoor,1,table
82,367,ashtray19,7,1,3,ashtray,b,outdoor,1,table
83,2122,ashtray02,24,1,3,ashtray,b,outdoor,1,table
84,103,ashtray10,16,1,3,ashtray,b,outdoor,1,table
85,329,ashtray24,2,-1,3,ashtray,b,outdoor,0,table
86,548,mug21,5,-1,3,mug,b,outdoor,0,gascanister
87,102,mug05,21,-1,3,mug,b,outdoor,0,gascanister
88,474,mug01,25,-1,3,mug,b,outdoor,0,gascanister
89,594,mug14,12,-1,3,mug,b,outdoor,0,gascanister
90,562,mug24,2,1,3,mug,b,outdoor,1,gascanister
91,10,axe09,17,1,3,axe,b,outdoor,1,stump
92,674,axe12,14,-1,3,axe,b,outdoor,0,stump
93,317,axe20,6,-1,3,axe,b,outdoor,0,stump
94,184,axe23,3,-1,3,axe,b,outdoor,0,stump
95,796,axe01,25,-1,3,axe,b,outdoor,0,stump
96,251,package02,24,1,3,package,b,outdoor,1,frontdoor
97,231,package25,1,-1,3,package,b,outdoor,0,frontdoor
98,138,package13,13,-1,3,package,b,outdoor,0,frontdoor
99,315,package08,18,-1,3,package,b,outdoor,0,frontdoor
100,176,package07,19,1,3,package,b,outdoor,1,frontdoor
1,316,soap16,10,1,3,soap,b,indoor,1,rug
2,1937,soap19,7,1,3,soap,b,indoor,1,rug
3,780,soap11,15,1,3,soap,b,indoor,1,rug
4,256,soap25,1,1,3,soap,b,indoor,1,rug
5,50,soap17,9,1,3,soap,b,indoor,1,rug
6,496,microwave24,2,-1,3,microwave,b,indoor,0,orange
7,285,microwave13,13,1,3,microwave,b,indoor,1,orange
8,498,microwave18,8,1,3,microwave,b,indoor,1,orange
9,1022,microwave14,12,-1,3,microwave,b,indoor,0,orange
10,627,microwave06,20,-1,3,microwave,b,indoor,0,orange
11,193,lamp12,14,1,3,lamp,b,indoor,1,window
12,491,lamp08,18,-1,3,lamp,b,indoor,0,window
13,2258,lamp01,25,-1,3,lamp,b,indoor,0,window
14,872,lamp23,3,1,3,lamp,b,indoor,1,window
15,247,lamp21,5,1,3,lamp,b,indoor,1,window
16,671,firealarm11,15,1,3,firealarm,b,indoor,1,chalkboard
17,222,firealarm15,11,1,3,firealarm,b,indoor,1,chalkboard
18,1277,firealarm24,2,1,3,firealarm,b,indoor,1,chalkboard
19,1189,firealarm03,23,-1,3,firealarm,b,indoor,0,chalkboard
20,607,firealarm02,24,1,3,firealarm,b,indoor,1,chalkboard
21,648,candle23,3,-1,3,candle,b,indoor,0,clock
22,495,candle09,17,1,3,candle,b,indoor,1,clock
23,738,candle01,25,1,3,candle,b,indoor,1,clock
24,466,candle25,1,-1,3,candle,b,indoor,0,clock
25,1095,candle07,19,-1,3,candle,b,indoor,0,clock
26,627,vase13,13,-1,3,vase,b,indoor,0,pedestal
27,449,vase03,23,1,3,vase,b,indoor,1,pedestal
28,283,vase19,7,1,3,vase,b,indoor,1,pedestal
29,552,vase05,21,1,3,vase,b,indoor,1,pedestal
30,357,vase14,12,1,3,vase,b,indoor,1,pedestal
31,64,kettle18,8,1,3,kettle,b,indoor,1,stove
32,160,kettle15,11,-1,3,kettle,b,indoor,0,stove
33,512,kettle10,16,1,3,kettle,b,indoor,1,stove
34,64,kettle20,6,-1,3,kettle,b,indoor,0,stove
35,276,kettle11,15,1,3,kettle,b,indoor,1,stove
36,271,dvdplayer23,3,-1,3,dvdplayer,b,indoor,0,remote
37,771,dvdplayer12,14,-1,3,dvdplayer,b,indoor,0,remote
38,428,dvdplayer04,22,-1,3,dvdplayer,b,indoor,0,remote
39,772,dvdplayer16,10,-1,3,dvdplayer,b,indoor,0,remote
40,320,dvdplayer21,5,1,3,dvdplayer,b,indoor,1,remote
41,449,mouse08,18,-1,3,mouse,b,indoor,0,keyboard
42,407,mouse22,4,1,3,mouse,b,indoor,1,keyboard
43,1150,mouse17,9,-1,3,mouse,b,indoor,0,keyboard
44,477,mouse04,22,-1,3,mouse,b,indoor,0,keyboard
45,345,mouse16,10,1,3,mouse,b,indoor,1,keyboard
47,495,pottedplant12,14,1,3,pottedplant,b,indoor,1,television
48,508,pottedplant24,2,-1,3,pottedplant,b,indoor,0,television
49,222,pottedplant05,21,-1,3,pottedplant,b,indoor,0,television
50,394,pottedplant06,20,1,3,pottedplant,b,indoor,1,television
51,227,pitchfork19,7,1,3,pitchfork,b,outdoor,1,barn
52,320,pitchfork10,16,1,3,pitchfork,b,outdoor,1,barn
54,1146,pitchfork03,23,-1,3,pitchfork,b,outdoor,0,barn
55,514,pitchfork21,5,-1,3,pitchfork,b,outdoor,0,barn
56,601,bird18,8,1,3,bird,b,outdoor,1,picnictable
57,1023,bird25,1,1,3,bird,b,outdoor,1,picnictable
58,52,bird11,15,1,3,bird,b,outdoor,1,picnictable
59,125,bird05,21,-1,3,bird,b,outdoor,0,picnictable
60,2485,bird16,10,-1,3,bird,b,outdoor,0,picnictable
61,727,mailbox19,7,1,3,mailbox,b,outdoor,1,house
62,459,mailbox17,9,1,3,mailbox,b,outdoor,1,house
63,405,mailbox22,4,1,3,mailbox,b,outdoor,1,house
64,1776,mailbox13,13,1,3,mailbox,b,outdoor,1,house
65,634,mailbox18,8,-1,3,mailbox,b,outdoor,0,house
66,258,frog20,6,-1,3,frog,b,outdoor,0,bridge
67,291,frog14,12,-1,3,frog,b,outdoor,0,bridge
68,787,frog09,17,1,3,frog,b,outdoor,1,bridge
69,207,frog08,18,1,3,frog,b,outdoor,1,bridge
70,143,frog23,3,-1,3,frog,b,outdoor,0,bridge
71,772,cactus12,14,-1,3,cactus,b,outdoor,0,car
72,125,cactus04,22,1,3,cactus,b,outdoor,1,car
73,150,cactus11,15,-1,3,cactus,b,outdoor,0,car
74,144,cactus01,25,-1,3,cactus,b,outdoor,0,car
75,1537,cactus14,12,-1,3,cactus,b,outdoor,0,car
76,2237,bottle20,6,-1,3,bottle,b,outdoor,0,flower
77,897,bottle12,14,-1,3,bottle,b,outdoor,0,flower
78,274,bottle04,22,1,3,bottle,b,outdoor,1,flower
79,1054,bottle16,10,-1,3,bottle,b,outdoor,0,flower
80,190,bottle15,11,-1,3,bottle,b,outdoor,0,flower
81,1180,ashtray11,15,-1,3,ashtray,b,outdoor,0,table
82,429,ashtray19,7,-1,3,ashtray,b,outdoor,0,table
83,271,ashtray02,24,1,3,ashtray,b,outdoor,1,table
84,580,ashtray10,16,-1,3,ashtray,b,outdoor,0,table
85,349,ashtray24,2,1,3,ashtray,b,outdoor,1,table
86,301,mug21,5,1,3,mug,b,outdoor,1,gascanister
87,221,mug05,21,-1,3,mug,b,outdoor,0,gascanister
88,104,mug01,25,-1,3,mug,b,outdoor,0,gascanister
89,15,mug14,12,-1,3,mug,b,outdoor,0,gascanister
90,603,mug24,2,-1,3,mug,b,outdoor,0,gascanister
91,774,axe09,17,1,3,axe,b,outdoor,1,stump
92,232,axe12,14,-1,3,axe,b,outdoor,0,stump
93,543,axe20,6,1,3,axe,b,outdoor,1,stump
94,618,axe23,3,1,3,axe,b,outdoor,1,stump
95,894,axe01,25,1,3,axe,b,outdoor,1,stump
96,99,package02,24,-1,3,package,b,outdoor,0,frontdoor
97,609,package25,1,-1,3,package,b,outdoor,0,frontdoor
98,451,package13,13,-1,3,package,b,outdoor,0,frontdoor
99,529,package08,18,-1,3,package,b,outdoor,0,frontdoor
100,250,package07,19,1,3,package,b,outdoor,1,frontdoor
1,805,soap16,10,-1,3,soap,b,indoor,0,rug
2,526,soap19,7,-1,3,soap,b,indoor,0,rug
3,671,soap11,15,-1,3,soap,b,indoor,0,rug
4,891,soap25,1,1,3,soap,b,indoor,1,rug
5,1277,soap17,9,-1,3,soap,b,indoor,0,rug
6,741,microwave24,2,-1,3,microwave,b,indoor,0,orange
7,87,microwave13,13,-1,3,microwave,b,indoor,0,orange
8,907,microwave18,8,-1,3,microwave,b,indoor,0,orange
9,727,microwave14,12,-1,3,microwave,b,indoor,0,orange
10,220,microwave06,20,-1,3,microwave,b,indoor,0,orange
12,678,lamp08,18,-1,3,lamp,b,indoor,0,window
13,548,lamp01,25,1,3,lamp,b,indoor,1,window
14,1722,lamp23,3,-1,3,lamp,b,indoor,0,window
17,576,firealarm15,11,-1,3,firealarm,b,indoor,0,chalkboard
19,900,firealarm03,23,1,3,firealarm,b,indoor,1,chalkboard
20,888,firealarm02,24,1,3,firealarm,b,indoor,1,chalkboard
22,504,candle09,17,-1,3,candle,b,indoor,0,clock
23,2173,candle01,25,1,3,candle,b,indoor,1,clock
24,273,candle25,1,-1,3,candle,b,indoor,0,clock
25,1229,candle07,19,1,3,candle,b,indoor,1,clock
26,443,vase13,13,-1,3,vase,b,indoor,0,pedestal
27,519,vase03,23,-1,3,vase,b,indoor,0,pedestal
29,644,vase05,21,-1,3,vase,b,indoor,0,pedestal
30,727,vase14,12,-1,3,vase,b,indoor,0,pedestal
31,1097,kettle18,8,-1,3,kettle,b,indoor,0,stove
32,811,kettle15,11,1,3,kettle,b,indoor,1,stove
33,346,kettle10,16,1,3,kettle,b,indoor,1,stove
35,1548,kettle11,15,1,3,kettle,b,indoor,1,stove
36,979,dvdplayer23,3,1,3,dvdplayer,b,indoor,1,remote
37,671,dvdplayer12,14,-1,3,dvdplayer,b,indoor,0,remote
38,545,dvdplayer04,22,-1,3,dvdplayer,b,indoor,0,remote
39,1007,dvdplayer16,10,-1,3,dvdplayer,b,indoor,0,remote
40,1306,dvdplayer21,5,1,3,dvdplayer,b,indoor,1,remote
41,30,mouse08,18,1,3,mouse,b,indoor,1,keyboard
42,716,mouse22,4,1,3,mouse,b,indoor,1,keyboard
43,541,mouse17,9,1,3,mouse,b,indoor,1,keyboard
44,621,mouse04,22,1,3,mouse,b,indoor,1,keyboard
45,933,mouse16,10,1,3,mouse,b,indoor,1,keyboard
46,658,pottedplant02,24,1,3,pottedplant,b,indoor,1,television
47,532,pottedplant12,14,-1,3,pottedplant,b,indoor,0,television
48,201,pottedplant24,2,1,3,pottedplant,b,indoor,1,television
49,684,pottedplant05,21,1,3,pottedplant,b,indoor,1,television
50,308,pottedplant06,20,-1,3,pottedplant,b,indoor,0,television
51,565,pitchfork19,7,1,3,pitchfork,b,outdoor,1,barn
52,60,pitchfork10,16,-1,3,pitchfork,b,outdoor,0,barn
53,647,pitchfork07,19,1,3,pitchfork,b,outdoor,1,barn
54,463,pitchfork03,23,1,3,pitchfork,b,outdoor,1,barn
55,257,pitchfork21,5,1,3,pitchfork,b,outdoor,1,barn
