image,environment,condition,label,block,RT,position,response,order,binary,preferred,distance_from_optimal,pixels,log_pixels,group,scene
candle03,candle,b,clock,21.0,606.5555555555555,23.0,-0.6444444444444445,5.0,0.17777777777777778,12.62,10.38,5778.0,8.661812881026181,big,candle
candle03,candle,c,candle,22.0,455.22222222222223,23.0,-0.24444444444444444,4.0,0.37777777777777777,5.44,17.56,0.0,-inf,none,candle
candle04,candle,a,candle,23.0,583.0444444444445,22.0,-0.6,2.0,0.2,5.44,16.56,294.0,5.683579767338681,small,candle
candle04,candle,b,clock,23.0,677.2666666666667,22.0,-0.5555555555555556,2.0,0.2222222222222222,12.62,9.38,5986.0,8.697178688412643,big,candle
candle04,candle,c,candle,24.0,598.9777777777778,22.0,-0.24444444444444444,4.0,0.37777777777777777,5.44,16.56,0.0,-inf,none,candle
candle05,candle,a,candle,24.0,639.7555555555556,21.0,-0.5111111111111111,2.0,0.24444444444444444,5.44,15.559999999999999,345.0,5.84354441703136,small,candle
candle05,candle,b,clock,24.0,662.8444444444444,21.0,-0.37777777777777777,2.0,0.3111111111111111,12.62,8.38,6468.0,8.774622220696997,big,candle
candle05,candle,c,candle,25.0,550.9333333333333,21.0,-0.022222222222222223,2.0,0.4888888888888889,5.44,15.559999999999999,0.0,-inf,none,candle
candle06,candle,a,candle,23.0,568.7777777777778,20.0,-0.6444444444444445,1.0,0.17777777777777778,5.44,14.559999999999999,358.0,5.8805329864007,small,candle
candle06,candle,b,clock,23.0,689.6444444444444,20.0,-0.4222222222222222,1.0,0.28888888888888886,12.62,7.380000000000001,7088.0,8.866158492284917,big,candle
candle06,candle,c,candle,23.0,615.5777777777778,20.0,-0.28888888888888886,5.0,0.35555555555555557,5.44,14.559999999999999,0.0,-inf,none,candle
candle07,candle,a,candle,25.0,557.3777777777777,19.0,-0.5555555555555556,3.0,0.2222222222222222,5.44,13.559999999999999,386.0,5.955837369464831,small,candle
candle07,candle,b,clock,25.0,538.3333333333334,19.0,-0.6888888888888889,3.0,0.15555555555555556,12.62,6.380000000000001,6975.0,8.850087606689566,big,candle
candle07,candle,c,candle,21.0,669.5,19.0,-0.045454545454545456,3.0,0.4772727272727273,5.44,13.56,0.0,-inf,none,candle
candle08,candle,a,candle,24.0,702.1111111111111,18.0,-0.5555555555555556,5.0,0.2222222222222222,5.44,12.559999999999999,470.0,6.152732694704104,small,candle
candle08,candle,b,clock,24.0,699.25,18.0,-0.5,5.0,0.25,12.62,5.380000000000001,7879.0,8.971956271245688,big,candle
candle08,candle,c,candle,24.0,542.1627906976744,18.0,0.11627906976744186,3.0,0.5581395348837209,5.44,12.559999999999999,0.0,-inf,none,candle
candle09,candle,a,candle,22.0,607.7111111111111,17.0,-0.4666666666666667,3.0,0.26666666666666666,5.44,11.559999999999999,491.0,6.19644412779452,small,candle
candle09,candle,b,clock,22.0,646.5,17.0,-0.3181818181818182,3.0,0.3409090909090909,12.62,4.380000000000001,8006.0,8.987946539552519,big,candle
candle09,candle,c,candle,24.0,582.0697674418604,17.0,0.06976744186046512,5.0,0.5348837209302325,5.44,11.559999999999999,0.0,-inf,none,candle
candle10,candle,a,candle,25.0,574.1395348837209,16.0,-0.7209302325581395,5.0,0.13953488372093023,5.44,10.559999999999999,571.0,6.3473892096560105,small,candle
candle10,candle,b,clock,25.0,667.6666666666666,16.0,-0.1111111111111111,5.0,0.4444444444444444,12.62,3.3800000000000003,8581.0,9.057305735807121,big,candle
candle10,candle,c,candle,21.0,577.2954545454545,16.0,-0.09090909090909091,2.0,0.45454545454545453,5.44,10.559999999999999,0.0,-inf,none,candle
candle11,candle,a,candle,21.0,661.2,15.0,-0.6,1.0,0.2,5.44,9.559999999999999,681.0,6.523562306149512,small,candle
candle11,candle,b,clock,21.0,603.1363636363636,15.0,-0.2727272727272727,1.0,0.36363636363636365,12.62,2.380000000000001,8875.0,9.090993614343617,big,candle
candle11,candle,c,candle,25.0,589.2727272727273,15.0,0.3181818181818182,1.0,0.6590909090909091,5.44,9.559999999999999,0.0,-inf,none,candle
candle12,candle,a,candle,21.0,525.8444444444444,14.0,-0.2,2.0,0.4,5.44,8.559999999999999,708.0,6.56244409369372,small,candle
candle12,candle,b,clock,21.0,618.8409090909091,14.0,-0.18181818181818182,2.0,0.4090909090909091,12.62,1.3800000000000008,9039.0,9.109303827798412,big,candle
candle12,candle,c,candle,22.0,557.8863636363636,14.0,-0.09090909090909091,1.0,0.45454545454545453,5.44,8.559999999999999,0.0,-inf,none,candle
candle13,candle,a,candle,25.0,651.0,13.0,-0.4666666666666667,1.0,0.26666666666666666,5.44,7.56,753.0,6.6240652277998935,small,candle
candle13,candle,b,clock,25.0,732.6222222222223,13.0,-0.24444444444444444,1.0,0.37777777777777777,12.62,0.38000000000000084,10137.0,9.2239473753824,big,candle
candle13,candle,c,candle,25.0,565.8181818181819,13.0,0.0,4.0,0.5,5.44,7.56,0.0,-inf,none,candle
candle14,candle,a,candle,23.0,649.6666666666666,12.0,-0.28888888888888886,5.0,0.35555555555555557,5.44,6.56,892.0,6.79346613258001,small,candle
candle14,candle,b,clock,23.0,620.0666666666667,12.0,-0.022222222222222223,5.0,0.4888888888888889,12.62,-0.6199999999999992,10742.0,9.281916570465405,big,candle
candle14,candle,c,candle,23.0,819.7777777777778,12.0,0.022222222222222223,3.0,0.5111111111111111,5.44,6.56,0.0,-inf,none,candle
candle15,candle,a,candle,25.0,651.8,11.0,-0.3333333333333333,2.0,0.3333333333333333,5.44,5.56,1014.0,6.921658184151129,small,candle
candle15,candle,b,clock,25.0,714.2,11.0,0.2,2.0,0.6,12.62,-1.6199999999999992,12949.0,9.46877384406884,big,candle
candle15,candle,c,candle,21.0,517.5333333333333,11.0,0.2,1.0,0.6,5.44,5.56,0.0,-inf,none,candle
candle16,candle,a,candle,24.0,851.4444444444445,10.0,-0.24444444444444444,1.0,0.37777777777777777,5.44,4.56,1130.0,7.029972911706386,small,candle
candle16,candle,b,clock,24.0,623.0888888888888,10.0,-0.06666666666666667,1.0,0.4666666666666667,12.62,-2.619999999999999,13951.0,9.543306469268108,big,candle
candle16,candle,c,candle,22.0,604.4545454545455,10.0,0.18181818181818182,5.0,0.5909090909090909,5.44,4.56,0.0,-inf,none,candle
candle17,candle,a,candle,22.0,679.1363636363636,9.0,-0.22727272727272727,1.0,0.38636363636363635,5.44,3.5599999999999996,1233.0,7.117205503164344,small,candle
candle17,candle,b,clock,22.0,633.6818181818181,9.0,0.09090909090909091,1.0,0.5454545454545454,12.62,-3.619999999999999,15241.0,9.63174444388585,big,candle
candle17,candle,c,candle,24.0,504.44444444444446,9.0,0.5111111111111111,2.0,0.7555555555555555,5.44,3.5599999999999996,0.0,-inf,none,candle
candle18,candle,a,candle,25.0,788.5909090909091,8.0,0.09090909090909091,4.0,0.5454545454545454,5.44,2.5599999999999996,1529.0,7.332369205929062,small,candle
candle18,candle,b,clock,25.0,758.0888888888888,8.0,0.022222222222222223,4.0,0.5111111111111111,12.62,-4.619999999999999,14849.0,9.605687801896062,big,candle
candle18,candle,c,candle,25.0,651.3333333333334,8.0,0.2,3.0,0.6,5.44,2.5599999999999996,0.0,-inf,none,candle
candle19,candle,a,candle,22.0,571.0666666666667,7.0,0.24444444444444444,2.0,0.6222222222222222,5.44,1.5599999999999998,1886.0,7.542213463193403,small,candle
candle19,candle,b,clock,22.0,691.0697674418604,7.0,0.4883720930232558,2.0,0.7441860465116279,12.62,-5.619999999999999,13075.0,9.478457288933123,big,candle
candle19,candle,c,candle,23.0,509.8837209302326,7.0,0.3023255813953488,4.0,0.6511627906976745,5.44,1.5599999999999996,0.0,-inf,none,candle
candle20,candle,a,candle,24.0,807.2222222222222,6.0,-0.28888888888888886,4.0,0.35555555555555557,5.44,0.5599999999999996,2035.0,7.618251097876695,small,candle
candle20,candle,b,clock,24.0,637.3111111111111,6.0,0.1111111111111111,4.0,0.5555555555555556,12.62,-6.619999999999999,9899.0,9.200189020919808,big,candle
candle20,candle,c,candle,22.0,693.1590909090909,6.0,0.36363636363636365,3.0,0.6818181818181818,5.44,0.5599999999999996,0.0,-inf,none,candle
candle21,candle,a,candle,22.0,525.3636363636364,5.0,-0.09090909090909091,5.0,0.45454545454545453,5.44,-0.4400000000000004,2423.0,7.792761720816526,small,candle
candle21,candle,b,clock,22.0,754.2222222222222,5.0,0.15555555555555556,5.0,0.5777777777777777,12.62,-7.619999999999999,10795.0,9.286838342948908,big,candle
candle21,candle,c,candle,21.0,572.8139534883721,5.0,0.4418604651162791,4.0,0.7209302325581395,5.44,-0.4400000000000004,0.0,-inf,none,candle
candle22,candle,a,candle,21.0,671.6818181818181,4.0,0.0,4.0,0.5,5.44,-1.4400000000000004,2871.0,7.962415680121064,small,candle
candle22,candle,b,clock,21.0,656.1111111111111,4.0,-0.022222222222222223,4.0,0.4888888888888889,12.62,-8.62,10257.0,9.235715678307411,big,candle
candle22,candle,c,candle,22.0,599.4222222222222,4.0,0.2,2.0,0.6,5.44,-1.4400000000000002,0.0,-inf,none,candle
candle23,candle,a,candle,21.0,533.8888888888889,3.0,0.15555555555555556,3.0,0.5777777777777777,5.44,-2.4400000000000004,3871.0,8.261268150577648,small,candle
candle23,candle,b,clock,21.0,692.0681818181819,3.0,-0.09090909090909091,3.0,0.45454545454545453,12.62,-9.62,10595.0,9.2681374707024,big,candle
candle23,candle,c,candle,25.0,505.95348837209303,3.0,0.3023255813953488,5.0,0.6511627906976745,5.44,-2.4400000000000004,0.0,-inf,none,candle
candle24,candle,a,candle,22.0,771.046511627907,2.0,-0.023255813953488372,4.0,0.4883720930232558,5.44,-3.4400000000000004,4755.0,8.46695197497949,small,candle
candle24,candle,b,clock,22.0,801.8,2.0,0.28888888888888886,4.0,0.6444444444444445,12.62,-10.62,10876.0,9.294313805752362,big,candle
candle24,candle,c,candle,24.0,597.2093023255813,2.0,0.4883720930232558,1.0,0.7441860465116279,5.44,-3.4400000000000004,0.0,-inf,none,candle
candle25,candle,a,candle,24.0,672.8863636363636,1.0,0.22727272727272727,3.0,0.6136363636363636,5.44,-4.44,5156.0,8.547916364059079,small,candle
candle25,candle,b,clock,24.0,642.9318181818181,1.0,0.3181818181818182,3.0,0.6590909090909091,12.62,-11.62,11656.0,9.363576347875041,big,candle
candle25,candle,c,candle,23.0,560.9333333333333,1.0,0.4666666666666667,1.0,0.7333333333333333,5.44,-4.44,0.0,-inf,none,candle
dvdplayer01,dvdplayer,a,dvdplayer,36.0,789.6222222222223,25.0,-0.5555555555555556,4.0,0.2222222222222222,5.64,19.36,456.0,6.1224928095143865,big,dvdplayer
dvdplayer01,dvdplayer,b,remote,36.0,547.2222222222222,25.0,-0.7333333333333333,4.0,0.13333333333333333,3.58,21.42,126.0,4.836281906951478,small,dvdplayer
dvdplayer01,dvdplayer,c,dvdplayer,36.0,546.8139534883721,25.0,0.06976744186046512,4.0,0.5348837209302325,5.64,19.36,0.0,-inf,none,dvdplayer
dvdplayer02,dvdplayer,a,dvdplayer,39.0,607.8666666666667,24.0,-0.5555555555555556,1.0,0.2222222222222222,5.64,18.36,477.0,6.1675164908883415,big,dvdplayer
dvdplayer02,dvdplayer,b,remote,39.0,670.8888888888889,24.0,-0.4222222222222222,1.0,0.28888888888888886,3.58,20.42,132.0,4.882801922586371,small,dvdplayer
dvdplayer02,dvdplayer,c,dvdplayer,39.0,540.9512195121952,24.0,-0.07317073170731707,3.0,0.4634146341463415,5.64,18.36,0.0,-inf,none,dvdplayer
dvdplayer03,dvdplayer,a,dvdplayer,37.0,723.5111111111111,23.0,-0.5555555555555556,4.0,0.2222222222222222,5.64,17.36,300.0,5.703782474656201,big,dvdplayer
dvdplayer03,dvdplayer,b,remote,37.0,561.7555555555556,23.0,-0.7777777777777778,4.0,0.1111111111111111,3.58,19.42,161.0,5.081404364984463,small,dvdplayer
dvdplayer03,dvdplayer,c,dvdplayer,37.0,600.2093023255813,23.0,-0.3953488372093023,5.0,0.3023255813953488,5.64,17.36,0.0,-inf,none,dvdplayer
dvdplayer04,dvdplayer,a,dvdplayer,38.0,640.5777777777778,22.0,-0.37777777777777777,3.0,0.3111111111111111,5.64,16.36,246.0,5.5053315359323625,big,dvdplayer
dvdplayer04,dvdplayer,b,remote,38.0,588.4444444444445,22.0,-0.7333333333333333,3.0,0.13333333333333333,3.58,18.42,170.0,5.135798437050262,small,dvdplayer
dvdplayer04,dvdplayer,c,dvdplayer,40.0,516.0454545454545,22.0,-0.22727272727272727,2.0,0.38636363636363635,5.64,16.36,0.0,-inf,none,dvdplayer
dvdplayer05,dvdplayer,a,dvdplayer,40.0,683.8181818181819,21.0,-0.36363636363636365,1.0,0.3181818181818182,5.64,15.359999999999998,368.0,5.908082938168931,big,dvdplayer
dvdplayer05,dvdplayer,b,remote,40.0,569.9333333333333,21.0,-0.7777777777777778,1.0,0.1111111111111111,3.58,17.42,149.0,5.003946305945459,small,dvdplayer
dvdplayer05,dvdplayer,c,dvdplayer,37.0,515.3333333333334,21.0,-0.09523809523809523,3.0,0.4523809523809524,5.64,15.36,0.0,-inf,none,dvdplayer
dvdplayer06,dvdplayer,a,dvdplayer,36.0,707.2045454545455,20.0,-0.8181818181818182,2.0,0.09090909090909091,5.64,14.359999999999998,352.0,5.863631175598097,big,dvdplayer
dvdplayer06,dvdplayer,b,remote,36.0,575.7555555555556,20.0,-0.7333333333333333,2.0,0.13333333333333333,3.58,16.42,170.0,5.135798437050262,small,dvdplayer
dvdplayer06,dvdplayer,c,dvdplayer,40.0,608.1860465116279,20.0,-0.023255813953488372,4.0,0.4883720930232558,5.64,14.360000000000001,0.0,-inf,none,dvdplayer
dvdplayer07,dvdplayer,a,dvdplayer,37.0,656.6222222222223,19.0,-0.4222222222222222,5.0,0.28888888888888886,5.64,13.359999999999998,305.0,5.720311776607412,big,dvdplayer
dvdplayer07,dvdplayer,b,remote,37.0,563.9333333333333,19.0,-0.7777777777777778,5.0,0.1111111111111111,3.58,15.42,186.0,5.225746673713202,small,dvdplayer
dvdplayer07,dvdplayer,c,dvdplayer,36.0,537.0227272727273,19.0,-0.13636363636363635,3.0,0.4318181818181818,5.64,13.359999999999998,0.0,-inf,none,dvdplayer
dvdplayer08,dvdplayer,a,dvdplayer,38.0,628.1818181818181,18.0,-0.36363636363636365,5.0,0.3181818181818182,5.64,12.359999999999998,391.0,5.968707559985366,big,dvdplayer
dvdplayer08,dvdplayer,b,remote,38.0,574.7727272727273,18.0,-0.6818181818181818,5.0,0.1590909090909091,3.58,14.42,213.0,5.3612921657094255,small,dvdplayer
dvdplayer08,dvdplayer,c,dvdplayer,37.0,633.0,18.0,0.13636363636363635,4.0,0.5681818181818182,5.64,12.359999999999998,0.0,-inf,none,dvdplayer
dvdplayer09,dvdplayer,a,dvdplayer,39.0,706.9555555555555,17.0,-0.2,2.0,0.4,5.64,11.36,391.0,5.968707559985366,big,dvdplayer
dvdplayer09,dvdplayer,b,remote,39.0,602.2,17.0,-0.6444444444444445,2.0,0.17777777777777778,3.58,13.42,197.0,5.2832037287379885,small,dvdplayer
dvdplayer09,dvdplayer,c,dvdplayer,36.0,586.3953488372093,17.0,-0.3488372093023256,5.0,0.32558139534883723,5.64,11.36,0.0,-inf,none,dvdplayer
dvdplayer10,dvdplayer,a,dvdplayer,40.0,825.2727272727273,16.0,-0.3181818181818182,2.0,0.3409090909090909,5.64,10.36,387.0,5.958424693029782,big,dvdplayer
dvdplayer10,dvdplayer,b,remote,40.0,580.0222222222222,16.0,-0.6888888888888889,2.0,0.15555555555555556,3.58,12.42,204.0,5.318119993844216,small,dvdplayer
dvdplayer10,dvdplayer,c,dvdplayer,40.0,514.6888888888889,16.0,-0.37777777777777777,5.0,0.3111111111111111,5.64,10.36,0.0,-inf,none,dvdplayer
dvdplayer11,dvdplayer,a,dvdplayer,36.0,802.1363636363636,15.0,-0.22727272727272727,1.0,0.38636363636363635,5.64,9.36,294.0,5.683579767338681,big,dvdplayer
dvdplayer11,dvdplayer,b,remote,36.0,631.3555555555556,15.0,-0.5555555555555556,1.0,0.2222222222222222,3.58,11.42,220.0,5.393627546352362,small,dvdplayer
dvdplayer11,dvdplayer,c,dvdplayer,38.0,545.6046511627907,15.0,-0.023255813953488372,3.0,0.4883720930232558,5.64,9.36,0.0,-inf,none,dvdplayer
dvdplayer12,dvdplayer,a,dvdplayer,37.0,636.5116279069767,14.0,-0.2558139534883721,3.0,0.37209302325581395,5.64,8.36,363.0,5.8944028342648505,big,dvdplayer
dvdplayer12,dvdplayer,b,remote,37.0,607.1136363636364,14.0,-0.7272727272727273,3.0,0.13636363636363635,3.58,10.42,232.0,5.44673737166631,small,dvdplayer
dvdplayer12,dvdplayer,c,dvdplayer,40.0,586.0952380952381,14.0,-0.047619047619047616,1.0,0.47619047619047616,5.64,8.36,0.0,-inf,none,dvdplayer
dvdplayer13,dvdplayer,a,dvdplayer,38.0,758.1777777777778,13.0,-0.4222222222222222,1.0,0.28888888888888886,5.64,7.359999999999999,524.0,6.261491684321042,big,dvdplayer
dvdplayer13,dvdplayer,b,remote,38.0,595.6222222222223,13.0,-0.4222222222222222,1.0,0.28888888888888886,3.58,9.42,271.0,5.602118820879701,small,dvdplayer
dvdplayer13,dvdplayer,c,dvdplayer,38.0,712.1136363636364,13.0,0.045454545454545456,5.0,0.5227272727272727,5.64,7.36,0.0,-inf,none,dvdplayer
dvdplayer14,dvdplayer,a,dvdplayer,38.0,771.4444444444445,12.0,-0.4222222222222222,4.0,0.28888888888888886,5.64,6.359999999999999,624.0,6.436150368369428,big,dvdplayer
dvdplayer14,dvdplayer,b,remote,38.0,610.2727272727273,12.0,-0.45454545454545453,4.0,0.2727272727272727,3.58,8.42,308.0,5.730099782973574,small,dvdplayer
dvdplayer14,dvdplayer,c,dvdplayer,38.0,581.9545454545455,12.0,-0.09090909090909091,1.0,0.45454545454545453,5.64,6.36,0.0,-inf,none,dvdplayer
dvdplayer15,dvdplayer,a,dvdplayer,37.0,762.9772727272727,11.0,-0.13636363636363635,2.0,0.4318181818181818,5.64,5.36,559.0,6.326149473155099,big,dvdplayer
dvdplayer15,dvdplayer,b,remote,37.0,549.9767441860465,11.0,-0.5348837209302325,2.0,0.23255813953488372,3.58,7.42,301.0,5.707110264748875,small,dvdplayer
dvdplayer15,dvdplayer,c,dvdplayer,38.0,422.8222222222222,11.0,0.022222222222222223,2.0,0.5111111111111111,5.64,5.36,0.0,-inf,none,dvdplayer
dvdplayer16,dvdplayer,a,dvdplayer,39.0,727.4444444444445,10.0,-0.24444444444444444,3.0,0.37777777777777777,5.64,4.36,754.0,6.625392368007956,big,dvdplayer
dvdplayer16,dvdplayer,b,remote,39.0,554.1363636363636,10.0,-0.5454545454545454,3.0,0.22727272727272727,3.58,6.420000000000001,330.0,5.799092654460526,small,dvdplayer
dvdplayer16,dvdplayer,c,dvdplayer,38.0,627.2,10.0,-0.06666666666666667,4.0,0.4666666666666667,5.64,4.36,0.0,-inf,none,dvdplayer
dvdplayer17,dvdplayer,a,dvdplayer,39.0,714.6744186046511,9.0,-0.11627906976744186,4.0,0.4418604651162791,5.64,3.3600000000000003,790.0,6.672032945461067,big,dvdplayer
dvdplayer17,dvdplayer,b,remote,39.0,548.3720930232558,9.0,-0.3023255813953488,4.0,0.3488372093023256,3.58,5.42,398.0,5.986452005284438,small,dvdplayer
dvdplayer17,dvdplayer,c,dvdplayer,36.0,584.7209302325581,9.0,0.023255813953488372,1.0,0.5116279069767442,5.64,3.3600000000000003,0.0,-inf,none,dvdplayer
dvdplayer18,dvdplayer,a,dvdplayer,36.0,753.3777777777777,8.0,-0.2,5.0,0.4,5.64,2.3600000000000003,627.0,6.440946540632921,big,dvdplayer
dvdplayer18,dvdplayer,b,remote,36.0,614.7045454545455,8.0,-0.5,5.0,0.25,3.58,4.42,359.0,5.883322388488279,small,dvdplayer
dvdplayer18,dvdplayer,c,dvdplayer,39.0,577.5227272727273,8.0,0.09090909090909091,4.0,0.5454545454545454,5.64,2.3600000000000003,0.0,-inf,none,dvdplayer
dvdplayer19,dvdplayer,a,dvdplayer,40.0,671.7333333333333,7.0,0.06666666666666667,4.0,0.5333333333333333,5.64,1.3600000000000003,837.0,6.729824070489475,big,dvdplayer
dvdplayer19,dvdplayer,b,remote,40.0,555.2,7.0,-0.28888888888888886,4.0,0.35555555555555557,3.58,3.42,446.0,6.100318952020064,small,dvdplayer
dvdplayer19,dvdplayer,c,dvdplayer,37.0,526.452380952381,7.0,0.09523809523809523,2.0,0.5476190476190477,5.64,1.3600000000000003,0.0,-inf,none,dvdplayer
dvdplayer20,dvdplayer,a,dvdplayer,37.0,883.2222222222222,6.0,-0.1111111111111111,1.0,0.4444444444444444,5.64,0.3600000000000003,1067.0,6.9726062513017535,big,dvdplayer
dvdplayer20,dvdplayer,b,remote,37.0,667.9333333333333,6.0,-0.37777777777777777,1.0,0.3111111111111111,3.58,2.42,494.0,6.202535517187923,small,dvdplayer
dvdplayer20,dvdplayer,c,dvdplayer,36.0,628.9090909090909,6.0,0.0,2.0,0.5,5.64,0.3600000000000003,0.0,-inf,none,dvdplayer
dvdplayer21,dvdplayer,a,dvdplayer,40.0,706.5111111111111,5.0,0.15555555555555556,3.0,0.5777777777777777,5.64,-0.6399999999999997,1128.0,7.028201432058005,big,dvdplayer
dvdplayer21,dvdplayer,b,remote,40.0,646.1333333333333,5.0,-0.37777777777777777,3.0,0.3111111111111111,3.58,1.42,560.0,6.327936783729195,small,dvdplayer
dvdplayer21,dvdplayer,c,dvdplayer,37.0,515.7209302325581,5.0,0.2558139534883721,1.0,0.627906976744186,5.64,-0.6399999999999997,0.0,-inf,none,dvdplayer
dvdplayer22,dvdplayer,a,dvdplayer,39.0,823.5777777777778,4.0,0.1111111111111111,5.0,0.5555555555555556,5.64,-1.6399999999999997,1397.0,7.242082359256962,big,dvdplayer
dvdplayer22,dvdplayer,b,remote,39.0,626.1333333333333,4.0,-0.2,5.0,0.4,3.58,0.42,656.0,6.486160788944089,small,dvdplayer
dvdplayer22,dvdplayer,c,dvdplayer,40.0,543.2222222222222,4.0,-0.1111111111111111,3.0,0.4444444444444444,5.64,-1.6399999999999997,0.0,-inf,none,dvdplayer
dvdplayer23,dvdplayer,a,dvdplayer,36.0,730.3777777777777,3.0,0.5111111111111111,3.0,0.7555555555555555,5.64,-2.6399999999999997,1494.0,7.309212365692763,big,dvdplayer
dvdplayer23,dvdplayer,b,remote,36.0,677.4772727272727,3.0,0.0,3.0,0.5,3.58,-0.5800000000000001,766.0,6.641182169740591,small,dvdplayer
dvdplayer23,dvdplayer,c,dvdplayer,39.0,430.16279069767444,3.0,-0.2558139534883721,2.0,0.37209302325581395,5.64,-2.6399999999999997,0.0,-inf,none,dvdplayer
dvdplayer24,dvdplayer,a,dvdplayer,38.0,999.0444444444445,2.0,0.28888888888888886,2.0,0.6444444444444445,5.64,-3.6399999999999997,1853.0,7.52456122628536,big,dvdplayer
dvdplayer24,dvdplayer,b,remote,38.0,650.7674418604652,2.0,-0.11627906976744186,2.0,0.4418604651162791,3.58,-1.5799999999999998,823.0,6.71295620067707,small,dvdplayer
dvdplayer24,dvdplayer,c,dvdplayer,39.0,607.5111111111111,2.0,-0.022222222222222223,5.0,0.4888888888888889,5.64,-3.6399999999999997,0.0,-inf,none,dvdplayer
dvdplayer25,dvdplayer,a,dvdplayer,40.0,805.4,1.0,0.5111111111111111,5.0,0.7555555555555555,5.64,-4.64,2609.0,7.866722285136729,big,dvdplayer
dvdplayer25,dvdplayer,b,remote,40.0,689.7954545454545,1.0,-0.045454545454545456,5.0,0.4772727272727273,3.58,-2.58,913.0,6.816735880594968,small,dvdplayer
dvdplayer25,dvdplayer,c,dvdplayer,39.0,569.0909090909091,1.0,0.3181818181818182,1.0,0.6590909090909091,5.64,-4.64,0.0,-inf,none,dvdplayer
firealarm01,firealarm,a,firealarm,20.0,556.8409090909091,25.0,-0.45454545454545453,1.0,0.2727272727272727,6.84,18.16,468.0,6.148468295917647,small,firealarm
firealarm01,firealarm,b,chalkboard,20.0,694.3111111111111,25.0,0.2,1.0,0.6,23.560000000000002,1.4400000000000013,42148.0,10.648942512719419,big,firealarm
firealarm01,firealarm,c,firealarm,16.0,661.4186046511628,25.0,0.11627906976744186,5.0,0.5581395348837209,6.84,18.16,0.0,-inf,none,firealarm
firealarm02,firealarm,a,firealarm,20.0,579.7555555555556,24.0,-0.4222222222222222,3.0,0.28888888888888886,6.84,17.16,476.0,6.16541785423142,small,firealarm
firealarm02,firealarm,b,chalkboard,20.0,650.3636363636364,24.0,-0.09090909090909091,3.0,0.45454545454545453,23.56,0.4400000000000013,42740.0,10.662890528873138,big,firealarm
firealarm02,firealarm,c,firealarm,20.0,540.2272727272727,24.0,-0.13636363636363635,3.0,0.4318181818181818,6.84,17.16,0.0,-inf,none,firealarm
firealarm03,firealarm,a,firealarm,19.0,525.2558139534884,23.0,-0.4418604651162791,3.0,0.27906976744186046,6.84,16.16,532.0,6.2766434893416445,small,firealarm
firealarm03,firealarm,b,chalkboard,19.0,694.0666666666667,23.0,0.1111111111111111,3.0,0.5555555555555556,23.560000000000002,-0.5599999999999987,43887.0,10.689373427646196,big,firealarm
firealarm03,firealarm,c,firealarm,17.0,570.4090909090909,23.0,0.22727272727272727,3.0,0.6136363636363636,6.84,16.16,0.0,-inf,none,firealarm
firealarm04,firealarm,a,firealarm,17.0,533.8,22.0,-0.4666666666666667,5.0,0.26666666666666666,6.84,15.16,522.0,6.257667587882639,small,firealarm
firealarm04,firealarm,b,chalkboard,17.0,716.2045454545455,22.0,0.13636363636363635,5.0,0.5681818181818182,23.56,-1.5599999999999987,45289.0,10.72081945637715,big,firealarm
firealarm04,firealarm,c,firealarm,20.0,651.0888888888888,22.0,0.06666666666666667,5.0,0.5333333333333333,6.84,15.16,0.0,-inf,none,firealarm
firealarm05,firealarm,a,firealarm,16.0,530.8,21.0,-0.4222222222222222,4.0,0.28888888888888886,6.84,14.16,600.0,6.396929655216146,small,firealarm
firealarm05,firealarm,b,chalkboard,16.0,615.6888888888889,21.0,0.1111111111111111,4.0,0.5555555555555556,23.560000000000002,-2.5599999999999987,46766.0,10.752911722153339,big,firealarm
firealarm05,firealarm,c,firealarm,17.0,483.65909090909093,21.0,-0.13636363636363635,2.0,0.4318181818181818,6.84,14.159999999999998,0.0,-inf,none,firealarm
firealarm06,firealarm,a,firealarm,19.0,599.6818181818181,20.0,-0.4090909090909091,4.0,0.29545454545454547,6.84,13.159999999999998,620.0,6.429719478039138,small,firealarm
firealarm06,firealarm,b,chalkboard,19.0,561.5111111111111,20.0,0.37777777777777777,4.0,0.6888888888888889,23.560000000000002,-3.5599999999999983,46194.0,10.740605198506104,big,firealarm
firealarm06,firealarm,c,firealarm,18.0,718.0697674418604,20.0,0.16279069767441862,1.0,0.5813953488372093,6.84,13.16,0.0,-inf,none,firealarm
firealarm07,firealarm,a,firealarm,18.0,678.7727272727273,19.0,-0.3181818181818182,1.0,0.3409090909090909,6.84,12.159999999999998,726.0,6.587550014824796,small,firealarm
firealarm07,firealarm,b,chalkboard,18.0,626.8666666666667,19.0,0.022222222222222223,1.0,0.5111111111111111,23.560000000000002,-4.559999999999999,44999.0,10.714395546283317,big,firealarm
firealarm07,firealarm,c,firealarm,18.0,498.02272727272725,19.0,0.2727272727272727,2.0,0.6363636363636364,6.84,12.159999999999998,0.0,-inf,none,firealarm
firealarm08,firealarm,a,firealarm,18.0,557.7333333333333,18.0,-0.022222222222222223,2.0,0.4888888888888889,6.84,11.16,792.0,6.674561391814426,small,firealarm
firealarm08,firealarm,b,chalkboard,18.0,642.6363636363636,18.0,0.36363636363636365,2.0,0.6818181818181818,23.56,-5.559999999999999,43264.0,10.675076159402636,big,firealarm
